course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres
Eagle Island Golf Club,800 S Milliron Rd,Muskegon,MI,49442-2741,Public,9 Holes,(231) 773-7171,-86.154121,43.23882,Muskegon Country Club,164.84907103699717,12807.727148204602,NA
Mulberry Fore Golf Course,955 N Main St,Nashville,MI,49073-9786,Public,18 Holes,(517) 852-0760,-85.093585,42.6116,Hastings County Club Golf Course,154.1247975246334,17083.69967228468,NA
Cedar Glen Golf Club,36860 25 Mile Rd,New Baltimore,MI,36860,Public,18 Holes,(586) 725-8156,-82.746342,42.705519,Cedar Glen Golf Club,121.6390488867583,0,121.6390488867583
Willow Metro Park Golf Course,22900 Huron River Dr,New Boston,MI,22900,Municipal,36 Holes,(800) 477-3182,-83.363315,42.13856,Lakes of Taylor Golf Course,206.0757512756353,9536.191388886431,NA
Grand Beach Municipal Golf Course,48200 Perkins Blvd,New Buffalo,MI,48200,Municipal,18 Holes,(269) 469-4888,-86.793513,41.772859,Point O Woods Golf Club,162.70566924656998,53565.158073295446,NA
The Dunes Club,10600 Marquette Dr,New Buffalo,MI,10600,Semi Private,18 Holes,(269) 469-5539,-86.709744,41.818853,Point O Woods Golf Club,162.70566924656998,45173.21450231519,NA
Whittaker Woods Golf Course,12578 Wilson Rd,New Buffalo,MI,12578,Public,18 Holes,(269) 469-3400,-86.75946,41.77013,Point O Woods Golf Club,162.70566924656998,51977.418166788586,NA
Grand View Golf Course,5464 S 68th Ave,New Era,MI,49446-8013,Public,18 Holes,(231) 861-6616,-86.387432,43.546937,Muskegon Country Club,164.84907103699717,37411.112072679156,NA
Oak Ridge Golf Club,35035 26 Mile Rd,New Haven,MI,35035,Public,18 Holes,(586) 749-5151,-82.758217,42.72032,Oak Ridge Golf Course,370.32956487230115,0,370.32956487230115
Coyote Golf Club,28700 Milford Rd,New Hudson,MI,28700,Public,18 Holes,(248) 486-1228,-83.614597,42.497513,Pine Trace Golf Course,217.10319028720548,36790.23418295673,NA
Village Green Golf Club,8130 Bingham Ave,Newaygo,MI,49337-9119,Public,18 Holes,(231) 652-6513,-85.860541,43.408042,Muskegon Country Club,164.84907103699717,42174.9883260464,NA
Newberry Country Club,Corner of M28 & M123,Newberry,MI,49868,Public,18 Holes,(906) 293-8422,-85.509819,46.354389,Wild Bluff Golf Course,204.06475000360476,69019.70312699805,NA
Thorne Brothers At Lilac,9090 Armstrong Rd,Newport,MI,48166-9320,Public,18 Holes,(734) 586-7555,-83.282192,42.010279,Lakes of Taylor Golf Course,206.0757512756353,21378.286676560256,NA
Plym Park Golf Course,401 Marmont St,Niles,MI,49120-1663,Municipal,18 Holes,(269) 684-7331,-86.256732,41.841383,Point O Woods Golf Club,162.70566924656998,33400.24761206348,NA
Signal Point Club,1475 W River Rd,Niles,MI,49120-8951,Private,18 Holes,(269) 683-7073,-86.273531,41.811164,Point O Woods Golf Club,162.70566924656998,36380.56991727516,NA
Washakie Golf & R.V. Resort,3461 Burnside Rd,North Branch,MI,48461-9764,Public,18 Holes,(810) 688-3235,-83.21978,43.207023,Bruce Hills Golf Club,80.86441915597146,44075.51394742997,NA
Northport Point Golf Club,209 N Northcott Dr,Northport,MI,49670-9721,Private,9 Holes,(231) 386-5871,-85.563768,45.150513,Petoskey-Bay View Country Club,144.62033343992476,56187.333913262984,NA
Meadowbrook Country Club,40941 8 Mile Rd,Northville,MI,40941,Private,18 Holes,(248) 349-3606,-83.446713,42.438385,Taylor Meadows Golf Course,84.99462680437274,23666.563858791607,NA
Downing Farms Golf Course,8145 7 Mile Rd,Northville,MI,48167-9132,Public,18 Holes,(248) 486-0990,-83.603813,42.418405,Taylor Meadows Golf Course,84.99462680437274,31301.731937417666,NA
Salem Hills Golf Club Inc,8810 6 Mile Rd,Northville,MI,48168-9420,Public,18 Holes,(248) 437-2152,-83.592717,42.405299,Taylor Meadows Golf Course,84.99462680437274,29739.47769673854,NA
Northville Hills Golf Club,15565 Bay Hill Dr,Northville,MI,15565,Public,18 Holes,(734) 667-4653,-83.494692,42.400573,Taylor Meadows Golf Course,84.99462680437274,23017.888066435276,NA
Bushwood Golf Course,39430 Dun Rovin Dr,Northville,MI,39430,Public,9 Holes,(734) 420-3200,-83.432874,42.405679,Taylor Meadows Golf Course,84.99462680437274,20034.971442577815,NA
Oak Crest Golf Course,Highway US #8,Norway,MI,49870,Municipal,18 Holes,(906) 563-5891,-87.905087,45.78936,Pine Grove Country Club,74.58737898892733,14519.928992145624,NA
Links of Novi,50395 W 10 Mile Rd,Novi,MI,50395,Public,54 Holes,(248) 380-9595,-83.544285,42.464226,Taylor Meadows Golf Course,84.99462680437274,30899.512512371566,NA
The Maples Club,31260 Wakefield Dr,Novi,MI,31260,Public,9 Holes,(248) 960-3033,-83.458527,42.52616,Pine Trace Golf Course,217.10319028720548,23810.047170384918,NA
Terra Verde Golf Course,11741 Leonard,Nunica,MI,11741,Public,18 Holes,(616) 837-8249,-86.078448,43.064791,Muskegon Country Club,164.84907103699717,24391.345809992614,NA
Blackheath Golf Club,3311 N Rochester Rd,Oakland Township,MI,48306-1043,Public,18 Holes,(248) 601-8000,-83.136713,42.751728,Bruce Hills Golf Club,80.86441915597146,10323.268144910895,NA
Twin Lakes Golf Club,455 Twin Lakes Dr,Oakland,MI,48363-2442,Public,27 Holes,(248) 650-4960,-83.129986,42.766284,Bruce Hills Golf Club,80.86441915597146,8761.149282497863,NA
The Myth Golf and Banquet,850 Stoney Creek Rd,Oakland,MI,48363-2218,Public,27 Holes,(248) 693-7170,-83.159148,42.769248,Bruce Hills Golf Club,80.86441915597146,10385.480161613707,NA
College Field Golf Club,3800 Hagadorn Rd,Okemos,MI,48864-2449,Public,18 Holes,(517) 333-3333,-84.461729,42.693992,Medalist Golf Course,352.52452203361867,56900.89688932698,NA
Indian Hills Golf Course,4887 Nakoma Dr,Okemos,MI,48864-2020,Public,9 Holes,(517) 349-1010,-84.437061,42.72126,Medalist Golf Course,352.52452203361867,60405.19983439725,NA
Olivet Country Club,6805 Marshall Rd,Olivet,MI,49076-9445,Public,18 Holes,(269) 749-9051,-84.891629,42.468165,Medalist Golf Course,352.52452203361867,14281.59850073054,NA
Black Lake Golf Club,2800 Maxon Rd,Onaway,MI,49765-9546,Public,18 Holes,(989) 733-4653,-84.267625,45.416766,Petoskey-Bay View Country Club,144.62033343992476,50609.27650430606,NA
Stoney Links Inc,19011 M 68,Onaway,MI,19011,Public,18 Holes,(989) 733-2683,-84.193456,45.3574,Petoskey-Bay View Country Club,144.62033343992476,56404.677829291526,NA
The Heathlands,6444 Farr Rd,Onekama,MI,49675-9717,Public,18 Holes,(231) 889-5644,-86.203136,44.338863,Manistee Golf and Country Club,126.73906719843096,15204.95513366373,NA
Irish Hills Golf Course,8421 Sports Park Dr,Onsted,MI,49265-9739,Public,9 Holes,(517) 467-2997,-84.155989,42.055704,Bay View Shores Golf Course,47.172635941405204,13521.805691703423,NA
Ontonagon Golf Course,19906 Firesteel Rd,Ontonagon,MI,19906,Public,9 Holes,(906) 884-4130,-89.101879,46.85183,Pine Grove Country Club,74.58737898892733,137988.2228291468,NA
Orchard Lake Country Club,5000 W Shore Dr,Orchard Lake,MI,48324-2375,Private,18 Holes,(248) 682-2500,-83.383307,42.586389,Pine Trace Golf Course,217.10319028720548,15616.915759893218,NA
Pine Lake Country Club,3300 Pine Lake Rd,Orchard Lake,MI,48324-1953,Private,18 Holes,(248) 682-2121,-83.349295,42.593718,Pine Trace Golf Course,217.10319028720548,12716.121132339249,NA
The Oasis,7886 Orleans Rd,Orleans,MI,48865-9761,Public,9 Holes,(616) 761-4653,-85.134854,43.10259,Hastings County Club Golf Course,154.1247975246334,50072.12527121265,NA
Lakewood Shores Resort,7751 Cedar Lake Rd,Oscoda,MI,48750-9452,Public,72 Holes,(800) 882-2493,-83.340093,44.505042,Bird Creek Golf Course,176.5456355833629,60259.95895571738,NA
Prairiewood Golf Course,315 Prairiewood Dr,Otsego,MI,49078-9300,Public,18 Holes,(269) 694-6633,-85.719148,42.449718,Kalamazoo Country Club,147.64645154526366,22902.745337147717,NA
Lynx Golf Course,900 Lincoln Rd,Otsego,MI,49078-8708,Public,18 Holes,(888) 586-5969,-85.760639,42.486053,Kalamazoo Country Club,147.64645154526366,28001.743885014657,NA
Whiteford Valley Golf Course,7980 Beck Rd,Ottawa Lake,MI,49267-9708,Public,72 Holes,(888) 395-9041,-83.73794,41.760445,Bay View Shores Golf Course,47.172635941405204,60504.65086000497,NA
The Legacy Golf Club,7677 US 223,Ottawa Lake,MI,49267,Public,18 Holes,(877) 854-5100,-83.726079,41.79654,Lakes of Taylor Golf Course,206.0757512756353,57956.48122159632,NA
Sand Wedge Golf Course,5123 Saint Anthony Rd,Ottawa Lake,MI,49267,Public,18 Holes,(734) 854-4909,-83.668655,41.798871,Lakes of Taylor Golf Course,206.0757512756353,54892.19612385291,NA
Cherrywood Golf Course,7910 Whiteford Center Rd,Ottawa Lake,MI,49267-9558,Public,9 Holes,(734) 856-6669,-83.664507,41.759299,Lakes of Taylor Golf Course,206.0757512756353,58365.790995009535,NA
Owosso Country Club,4200 N Chipman St,Owosso,MI,48867-9444,Private,18 Holes,(989) 723-2592,-84.185924,43.060287,Pine Trace Golf Course,217.10319028720548,93761.8491933464,NA
Bennington Golf Club,4377 S M 52,Owosso,MI,48867-9224,Public,18 Holes,(989) 725-9194,-84.222355,42.930812,Medalist Golf Course,352.52452203361867,89118.48827917351,NA
Devil's Ridge Golf Club,3700 Metamora Rd,Oxford,MI,48371-1624,Public,18 Holes,(248) 969-0100,-83.287549,42.879666,Bruce Hills Golf Club,80.86441915597146,19795.924301508472,NA
Boulder Pointe Golf Club and Conference Center,1 Champions Cir,Oxford,MI,48371-3650,Public,54 Holes,(248) 969-1500,-83.27734,42.835247,Bruce Hills Golf Club,80.86441915597146,18179.406127838738,NA
Oxford Hills Golf Club,300 E Drahner Rd,Oxford,MI,48371-5306,Public,18 Holes,(248) 628-2518,-83.246257,42.81066,Bruce Hills Golf Club,80.86441915597146,15716.191611542396,NA
Mulberry Hills Country Club,3530 Noble Rd,Oxford,MI,48370-1510,Public,18 Holes,(248) 628-2808,-83.212718,42.8563,Bruce Hills Golf Club,80.86441915597146,13236.173555734797,NA
Copper Hills Golf and Country Club,2125 Lakeville Rd,Oxford,MI,48370-2422,Public,54 Holes,(248) 969-9808,-83.182936,42.827762,Bruce Hills Golf Club,80.86441915597146,10472.486948901276,NA
Burr Oak Golf Course,3491 N Parma Rd,Parma,MI,49269-9583,Public,18 Holes,(517) 531-4741,-84.599847,42.282533,Jenkins Golf Course,15.300156943760271,29154.017808510005,NA
Lake Cora Hills Golf Course,56640 C R 671,Paw Paw,MI,56640,Public,18 Holes,(269) 657-4074,-85.976205,42.212587,Kalamazoo Country Club,147.64645154526366,30175.432860946214,NA
Heritage Glen Golf Club,29795 Heritage Ln,Paw Paw,MI,29795,Public,18 Holes,(269) 657-2552,-85.842028,42.252383,Kalamazoo Country Club,147.64645154526366,18759.083081591572,NA
Glenbrier Golf Course,4178 W Locke Rd,Perry,MI,48872-8549,Public,18 Holes,(517) 625-3800,-84.239523,42.783558,Bay View Shores Golf Course,47.172635941405204,75934.17711564108,NA
Deme Acres Golf Course,17655 W Albain Rd,Petersburg,MI,17655,Public,18 Holes,(734) 279-1151,-83.703237,41.894788,Lakes of Taylor Golf Course,206.0757512756353,48543.71606477748,NA
Petoskey Bay View Country Club,2328 Country Club Rd,Petoskey,MI,49770-9309,Private,18 Holes,(231) 347-3394,-84.921537,45.384183,Petoskey-Bay View Country Club,144.62033343992476,0,144.62033343992476
Walloon Lake Country Club,5990 Country Club Shores,Petoskey,MI,49770,Semi Private,18 Holes,(231) 535-2992,-84.957974,45.290485,Petoskey-Bay View Country Club,144.62033343992476,10355.155253432491,NA
Crooked Tree Golf Club,600 Crooked Tree Dr,Petoskey,MI,49770-8545,Public,18 Holes,(800) 462-6963,-85.015592,45.354136,Petoskey-Bay View Country Club,144.62033343992476,7695.657301515703,NA
Huckleberry Creek,2900 N Hubbardston Rd,Pewamo,MI,48873-9735,Public,18 Holes,(989) 593-3305,-84.842964,43.031617,Hastings County Club Golf Course,154.1247975246334,54746.01492219799,NA
Munoscong Golf Club,141 E 22 Mile Rd,Pickford,MI,49774-9164,Public,18 Holes,(906) 647-9812,-84.359662,46.18701,Wild Bluff Golf Course,204.06475000360476,31191.402792739013,NA
Pilgrims Run Golf Club,11401 Newcosta Ave,Pierson,MI,11401,Public,18 Holes,(888) 533-7742,-85.562659,43.35577,Muskegon Country Club,164.84907103699717,62394.07541245349,NA
Whitefish Lake Golf Course,2241 N Bass Lake Rd,Pierson,MI,49339-9670,Public,18 Holes,(888) 368-5666,-85.522376,43.324721,Muskegon Country Club,164.84907103699717,64827.44495399669,NA
Scenic Golf & Country Club,8364 Filion Rd,Pigeon,MI,48755-9727,Public,18 Holes,(989) 453-2299,-83.313905,43.886662,Bird Creek Golf Course,176.5456355833629,28769.294018266937,NA
Timber Trace Golf Club,1 Champion Cir,Pinckney,MI,48169-9617,Public,18 Holes,(734) 878-1800,-83.994488,42.474198,Bay View Shores Golf Course,47.172635941405204,48698.4659635861,NA
Whispering Pines Golf Club,2500 Whispering Pines Dr,Pinckney,MI,48169-8872,Public,18 Holes,(734) 878-0009,-83.897039,42.457597,Bay View Shores Golf Course,47.172635941405204,51960.23679374452,NA
Rush Lake Hills Golf Club,3199 Rush Lake Rd,Pinckney,MI,48169-8557,Public,18 Holes,(734) 878-9790,-83.885124,42.476144,Bay View Shores Golf Course,47.172635941405204,54164.54909163503,NA
Green Hills Golf Club,1699 N M 13,Pinconning,MI,48650-7905,Public,18 Holes,(989) 697-3011,-83.966229,43.86533,White Deer Golf Course,138.23904222311216,72841.17720971646,NA
Lake Doster Golf Club,116 Country Club Blvd,Plainwell,MI,49080-9120,Public,18 Holes,(269) 685-5308,-85.554442,42.437234,Kalamazoo Country Club,147.64645154526366,20059.3896802406,NA
Hankerd Hills Golf Course,10251 Resort Rd,Pleasant Lake,MI,10251,Public,36 Holes,(517) 769-2507,-84.339924,42.389503,Bay View Shores Golf Course,47.172635941405204,31975.386060828238,NA
Hilltop Golf Course,47000 Powell Rd,Plymouth,MI,47000,Municipal,18 Holes,(734) 453-9800,-83.505287,42.365183,Taylor Meadows Golf Course,84.99462680437274,21287.324356523688,NA
Fox Hills Golf & Banquet Center,8768 N Territorial Rd,Plymouth,MI,48170-5022,Public,90 Holes,(734) 453-7272,-83.592256,42.369683,Taylor Meadows Golf Course,84.99462680437274,27767.309730660698,NA
Brae Burn Golf Club,10860 5 Mile Rd,Plymouth,MI,10860,Public,18 Holes,(800) 714-6700,-83.551199,42.39239,Taylor Meadows Golf Course,84.99462680437274,26102.79324091624,NA
The Inn At St John's Golf Course,44045 Five Mile Rd,Plymouth,MI,44045,Public,54 Holes,(734) 453-1047,-83.478444,42.395705,Taylor Meadows Golf Course,84.99462680437274,21674.626175843885,NA
Pontiac Municipal Golf Course,800 Golf Dr,Pontiac,MI,48341-2353,Municipal,18 Holes,(248) 758-3966,-83.302383,42.618225,Pine Trace Golf Course,217.10319028720548,8446.511074183536,NA
Pointe Aux Barques Golf Course,1846 Bayview Dr,Port Austin,MI,48467-9357,Private,9 Holes,(989) 738-7585,-82.958135,44.060284,Bird Creek Golf Course,176.5456355833629,4986.807758940724,NA
Bird Creek Golf Club,7850 N Van Dyke Rd,Port Austin,MI,48467-9517,Public,18 Holes,(989) 738-4653,-82.996985,44.022066,Bird Creek Golf Course,176.5456355833629,42.37851497832525,176.5456355833629
Port Huron Elks Golf Club,3292 Beach Rd,Port Huron,MI,48060-1739,Semi Private,18 Holes,(810) 984-1204,-82.488738,43.002678,Oak Ridge Golf Course,370.32956487230115,36340.166678348774,NA
Black River Country Club,3300 Country Club Dr,Port Huron,MI,48060-1776,Public,18 Holes,(810) 982-5251,-82.466269,43.010385,Oak Ridge Golf Course,370.32956487230115,38106.66560292982,NA
Huron Shores Golf Club,1441 N Lakeshore Rd,Port Sanilac,MI,48469-9797,Public,18 Holes,(810) 622-9961,-82.55781,43.472318,Bird Creek Golf Course,176.5456355833629,69681.72482305624,NA
The Moors Golf Club,7877 Moors Bridge Rd,Portage,MI,49024-4075,Semi Private,18 Holes,(269) 323-8873,-85.633341,42.203187,Kalamazoo Country Club,147.64645154526366,5810.391168713881,NA
Portland Country Club,4901 Divine Highway,Portland,MI,48875,Public,18 Holes,(517) 647-4521,-84.886679,42.91505,Hastings County Club Golf Course,154.1247975246334,43228.15321129297,NA
Willow Wood Country Club,12227 Sandborn Rd,Portland,MI,12227,Public,18 Holes,(517) 647-1984,-84.885961,42.810529,Hastings County Club Golf Course,154.1247975246334,36877.96156578361,NA
Edgewood Greens Golf Course,2160 Sage Lake Rd,Prescott,MI,48756-9330,Public,9 Holes,(989) 873-5427,-83.923685,44.272845,Fairview Hills Golf Course,114.31645006718391,51664.59276999112,NA
White Deer Country Club,1309 W Houghton Lake Dr,Prudenville,MI,48651-9796,Public,18 Holes,(989) 366-5812,-84.662335,44.298464,White Deer Golf Course,138.23904222311216,77.13507643503709,138.23904222311216
Quincy Golf Course,955 Miller Dr,Quincy,MI,49082-9782,Public,9 Holes,(517) 639-4491,-84.892387,41.920183,Jenkins Golf Course,15.300156943760271,17591.20339888144,NA
Nahma Club,8588 Ll Rd,Rapid River,MI,49878-9416,Public,9 Holes,(906) 644-2648,-86.663431,45.839629,Pine Grove Country Club,74.58737898892733,110342.90607132328,NA
Ravenna Creeks Golf Course,11566 Heights Ravenna Rd,Ravenna,MI,11566,Public,18 Holes,(231) 853-6736,-85.959758,43.191568,Muskegon Country Club,164.84907103699717,28316.81785881539,NA
Moss Ridge Golf Club Inc,13545 Apple Ave,Ravenna,MI,13545,Public,18 Holes,(231) 853-5665,-85.912442,43.235229,Muskegon Country Club,164.84907103699717,32177.88516708554,NA
Wolcott Mill Golf Course,21690 27 Mile Rd,Ray,MI,21690,Municipal,18 Holes,(800) 477-3944,-82.901148,42.730387,Boulder Lakes Country Club,110.74047134310366,6529.889981222958,NA
Pine Valley Golf Club,16801 31 Mile Rd,Ray,MI,16801,Public,36 Holes,(586) 752-9633,-82.960205,42.789616,Bruce Hills Golf Club,80.86441915597146,8130.594883265436,NA
Timberwood Golf Course,23700 31 Mile Rd,Ray,MI,23700,Public,18 Holes,(586) 784-6000,-82.87519,42.791308,Oak Ridge Golf Course,370.32956487230115,11575.356748627104,NA
Glenhurst Golf Course,25345 W 6 Mile Rd,Redford,MI,25345,Municipal,18 Holes,(313) 592-8758,-83.291146,42.414002,Taylor Meadows Golf Course,84.99462680437274,16909.534937361146,NA
Western Golf & Country Club,14600 Kinloch,Redford,MI,14600,Private,18 Holes,(313) 531-2323,-83.300352,42.393069,Taylor Meadows Golf Course,84.99462680437274,14636.56792679976,NA
County Line Golf Course,2278 S Reese Rd,Reese,MI,48757-9354,Public,18 Holes,(989) 868-4991,-83.698738,43.442817,Bird Creek Golf Course,176.5456355833629,84692.95563170142,NA
Gull Lake Country Club,9725 W Gull Lake Dr,Richland,MI,49083-9541,Private,18 Holes,(269) 629-9311,-85.424883,42.400968,Milham Park Golf Course,131.01643792202358,20132.8393523982,NA
Belle River Golf & Country Club,12564 Belle River Rd,Riley,MI,12564,Public,18 Holes,(810) 392-2121,-82.773102,42.893677,Oak Ridge Golf Course,370.32956487230115,17695.720478511685,NA
Riverview Highlands Golf Club,15015 Sibley Rd,Riverview,MI,15015,Municipal,54 Holes,(734) 479-2266,-83.206327,42.169864,Lakes of Taylor Golf Course,206.0757512756353,6572.103369967237,NA
Brookwood Golf Club,998 Brookwood Ln E,Rochester Hills,MI,48309-1546,Semi Private,18 Holes,(248) 651-4820,-83.175744,42.694587,Pine Trace Golf Course,217.10319028720548,7424.250826520585,NA
Hampton Golf & Recreation Club,2600 Club Dr,Rochester Hills,MI,48307-4207,Public,9 Holes,(248) 852-3250,-83.120321,42.641474,Springbrook Golf Club,33.139870408730395,5536.539338673956,NA
Great Oaks Country Club,777 Great Oaks Blvd,Rochester,MI,48307-1013,Private,18 Holes,(248) 651-6566,-83.148708,42.68448,Pine Trace Golf Course,217.10319028720548,6997.103926276726,NA
Oakland University,2200 N Squirrel Rd,Rochester,MI,48309-4402,Semi Private,36 Holes,(248) 370-4150,-83.218853,42.672685,Pine Trace Golf Course,217.10319028720548,5270.087292498145,NA
The Wyndgate Golf and Country Club,1975 W Gunn Rd,Rochester,MI,48306-1555,Semi Private,36 Holes,(248) 652-4283,-83.175914,42.739694,Pine Trace Golf Course,217.10319028720548,12411.417681634115,NA
Pine Trace Golf Club,3600 Pine Trace Blvd,Rochester,MI,48309-3978,Public,18 Holes,(248) 852-7100,-83.197824,42.623575,Pine Trace Golf Course,217.10319028720548,0,217.10319028720548
Silver Lake Country Club,7901 Greenbrier Dr NE,Rockford,MI,49341-9378,Semi Private,18 Holes,(616) 874-7100,-85.47489,43.092321,Hastings County Club Golf Course,154.1247975246334,49203.66069609068,NA
Braeside Golf Course,5460 11 Mile Rd NE,Rockford,MI,49341-8478,Public,18 Holes,(616) 866-1402,-85.532811,43.131897,Hastings County Club Golf Course,154.1247975246334,54858.71499448742,NA
North Kent Golf Course,11029 Stout Ave NE,Rockford,MI,11029,Public,18 Holes,(616) 866-2659,-85.500835,43.164935,Hastings County Club Golf Course,154.1247975246334,57543.89502372565,NA
Rogers City Country Club Inc,4796 Golf Course Rd,Rogers City,MI,49779-9628,Public,18 Holes,(989) 734-4909,-83.761754,45.348977,Fairview Hills Golf Course,114.31645006718391,74636.69153895426,NA
Heather Hills Golf Course,3100 McKail Rd,Romeo,MI,48065-1007,Public,18 Holes,(810) 798-3971,-83.090067,42.880712,Bruce Hills Golf Club,80.86441915597146,6388.339265467593,NA
Bruce Hills Golf Course,6771 Taft Rd,Romeo,MI,48065-3616,Public,18 Holes,(586) 752-7244,-83.051404,42.823811,Bruce Hills Golf Club,80.86441915597146,0,80.86441915597146
Romeo Golf & Country Club,14600 - 32 Mile Road,Romeo,MI,14600,Public,36 Holes,(586) 752-9673,-83.022989,42.80241,Bruce Hills Golf Club,80.86441915597146,3144.4244611329677,NA
Gateway Golf Club,33290 Gateway Dr,Romulus,MI,33290,Public,18 Holes,(734) 721-4100,-83.362102,42.266168,Taylor Meadows Golf Course,84.99462680437274,6084.8684471323995,NA
Woodside Meadows Golf Course,20820 Inkster Rd,Romulus,MI,20820,Public,18 Holes,(734) 782-5136,-83.305583,42.153056,Lakes of Taylor Golf Course,206.0757512756353,5726.332684464016,NA
Burning Oak Country Club,4345 Redwood Dr,Roscommon,MI,48653-8727,Public,18 Holes,(989) 821-9821,-84.674059,44.399799,White Deer Golf Course,138.23904222311216,11351.005774313873,NA
Ye Olde Country Club,904 W Sunset Dr,Roscommon,MI,48653-9308,Public,9 Holes,(989) 275-5582,-84.629442,44.493719,White Deer Golf Course,138.23904222311216,21877.745497079974,NA
Forest Dunes Golf & Country Club,6376 Forest Dunes Dr,Roscommon,MI,48653-9073,Public,18 Holes,(866) 386-3764,-84.53106,44.592501,White Deer Golf Course,138.23904222311216,34279.543268765,NA
Thoroughbred Golf Club,5900 S Water Rd,Rothbury,MI,49452,Public,18 Holes,(800) 368-2535,-86.283202,43.51343,Muskegon Country Club,164.84907103699717,33328.965157980114,NA
Royal Oak Golf Club,3417 Don Soper Dr,Royal Oak,MI,48073-2988,Municipal,9 Holes,(248) 554-0019,-83.178431,42.518748,Pine Trace Golf Course,217.10319028720548,11455.22918931169,NA
Normandy Oaks Golf Club,4234 Delemere Blvd,Royal Oak,MI,48073-1805,Municipal,18 Holes,(248) 549-4326,-83.176473,42.525831,Pine Trace Golf Course,217.10319028720548,10675.711715580854,NA
Red Run Golf Club,2036 Rochester Rd,Royal Oak,MI,48073-4171,Private,18 Holes,(248) 548-7500,-83.142237,42.507053,Maple Lane Golf Club,242.0787561111333,10869.649610976265,NA
Saginaw Country Club,4465 Gratiot Rd,Saginaw,MI,48638-6235,Semi Private,18 Holes,(989) 793-3461,-84.00421,43.41507,Bruce Hills Golf Club,80.86441915597146,100896.38063302531,NA
Germania Town & Country Club,1 Germania Platz,Saginaw,MI,48602-1072,Semi Private,18 Holes,(989) 799-5522,-83.993865,43.396985,Bruce Hills Golf Club,80.86441915597146,98971.00772847568,NA
Valley View Farm Golf Course,1435 S Thomas Rd,Saginaw,MI,48609-9558,Public,18 Holes,(989) 781-1248,-84.111077,43.401153,Bruce Hills Golf Club,80.86441915597146,106746.4921046282,NA
Swan Valley Golf Club,9521 Highland Green Dr,Saginaw,MI,48609-9618,Public,18 Holes,(989) 781-4945,-84.102686,43.424843,White Deer Golf Course,138.23904222311216,106193.3599794952,NA
Crooked Creek Golf Club,9387 Gratiot Rd,Saginaw,MI,48609-9626,Public,18 Holes,(989) 781-0050,-84.099938,43.415882,Bruce Hills Golf Club,80.86441915597146,107003.31719909339,NA
The Sawmill Golf Club,19 Sawmill Blvd,Saginaw,MI,48603-8629,Public,18 Holes,(989) 793-2692,-84.066322,43.455491,White Deer Golf Course,138.23904222311216,104397.62004696965,NA
Pleasant View Golf Course,3424 Barnard Rd,Saginaw,MI,48603-2561,Public,18 Holes,(989) 791-4768,-83.965553,43.456917,Bird Creek Golf Course,176.5456355833629,99194.54264159975,NA
Kimberley Oaks Golf Club,1100 W Walnut St,Saint Charles,MI,48655-8749,Public,18 Holes,(989) 865-8261,-84.159827,43.298698,Bruce Hills Golf Club,80.86441915597146,103846.81780724747,NA
St. Clair Shores Country Club,22185 Masonic Blvd,Saint Clair Shores,MI,22185,Municipal,18 Holes,(586) 294-2000,-82.893446,42.53267,Gowanie Golf Club,102.3007353739135,5941.045117514336,NA
Pine Shores Golf Course,515 Fred Moore Hwy,Saint Clair,MI,48079-5311,Municipal,9 Holes,(810) 329-4294,-82.491622,42.817924,Oak Ridge Golf Course,370.32956487230115,22640.619170851,NA
St Clair River Country Club,1714 N River Rd,Saint Clair,MI,48079-3553,Private,18 Holes,(810) 329-7300,-82.475241,42.856243,Oak Ridge Golf Course,370.32956487230115,25804.310615941453,NA
Rattle Run Golf Course,7163 Saint Clair Hwy,Saint Clair,MI,48079,Public,18 Holes,(810) 329-2070,-82.601178,42.799358,Oak Ridge Golf Course,370.32956487230115,13742.745502238035,NA
Birch Pointe Golf Club,7071 Artesia Beach Rd,Saint Helen,MI,48656-9226,Public,18 Holes,(989) 389-7009,-84.433274,44.349098,White Deer Golf Course,138.23904222311216,18841.01777254358,NA
Saint Ignace Golf & Country Club,W223 US Highway 2 W,Saint Ignace,MI,49781-9660,Public,18 Holes,(906) 643-8071,-84.735388,45.856575,Petoskey-Bay View Country Club,144.62033343992476,53854.57033972043,NA
Emerald at Maple Creek Golf Course,2300 W Maple Rapids Rd,Saint Johns,MI,48879-9469,Public,18 Holes,(800) 924-5993,-84.568457,43.10405,Hastings County Club Golf Course,154.1247975246334,76562.25576791559,NA
Twin Oaks Golf Course,6345 N US Highway 27,Saint Johns,MI,48879-9412,Public,9 Holes,(989) 224-7342,-84.560529,43.01608,Hastings County Club Golf Course,154.1247975246334,71283.73767006221,NA
Hidden Oaks Golf Course,1270 W Monroe Rd,Saint Louis,MI,48880-9736,Public,18 Holes,(989) 681-3404,-84.631661,43.407998,White Deer Golf Course,138.23904222311216,98265.94330450182,NA
Rustic Glen Golf Club,12090 W Michigan Ave,Saline,MI,12090,Public,18 Holes,(734) 429-7679,-83.88938,42.110031,Bay View Shores Golf Course,47.172635941405204,34513.16893977409,NA
Brookside Golf Course,6451 Saline Ann Arbor Rd,Saline,MI,48176-8806,Public,18 Holes,(734) 429-4276,-83.795272,42.191974,Lakes of Taylor Golf Course,206.0757512756353,41950.54805301843,NA
