course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres,census_acres
Golf Club At Apple Mountain,4519 N River Rd,Freeland,MI,48623-8405,Public,18 Holes,(989) 781-0170,-84.101774,43.473459,White Deer Golf Course,138.2390422,101336.169,25.04067405,NA
The Bayou Golf Club,4600 N River Rd,Freeland,MI,48623-8446,Public,9 Holes,(989) 781-8181,-84.101504,43.475498,White Deer Golf Course,138.2390422,101141.8662,24.99266085,NA
Beech Hollow Golf Course,7494 Hospital Rd,Freeland,MI,48623-9031,Public,18 Holes,(989) 695-5427,-84.050946,43.516852,White Deer Golf Course,138.2390422,98957.91591,24.45299581,NA
Twin Oaks Golf Course,6710 W Freeland Rd,Freeland,MI,48623-8913,Public,45 Holes,(989) 695-9746,-84.046318,43.524121,White Deer Golf Course,138.2390422,98437.6993,24.32444768,NA
Northwood Golf Course Inc.,2888 S Comstock Ave,Fremont,MI,49412-8043,Public,18 Holes,(231) 924-3380,-85.999275,43.501487,Muskegon Country Club,164.849071,40572.42391,10.02564881,NA
Summer Breeze Par 3,5885 S Warner Ave,Fremont,MI,49412-9275,Public,9 Holes,(231) 924-9759,-85.94012,43.447495,Muskegon Country Club,164.849071,39513.21651,9.763913367,NA
Ramshorn Country Club,1100 Ramshorn Dr,Fremont,MI,49412-7894,Public,18 Holes,(231) 924-2640,-85.93687,43.481047,Muskegon Country Club,164.849071,42238.33968,10.43730493,NA
Briar Hill Golf Course,950 W 40th St,Fremont,MI,49412-7927,Public,18 Holes,(231) 924-2070,-85.824908,43.48123,Muskegon Country Club,164.849071,49105.87161,12.13430641,NA
George Young Golf Course,424 Young Lane,Gaastra,MI,49927,Public,18 Holes,(906) 265-3401,-88.514639,46.04911,Pine Grove Country Club,74.58737899,40914.27906,10.11012293,NA
Sherwood On The Hill,6625 3rd Street,Gagetown,MI,48735,Public,9 Holes,(989) 665-9971,-83.246619,43.6581,Bird Creek Golf Course,176.5456356,44168.68397,10.91430265,NA
Hickory Ridge,65 N 30th St,Galesburg,MI,49053-9751,Public,36 Holes,(269) 382-6212,-85.474828,42.288929,Milham Park Golf Course,131.0164379,8265.126643,2.042354119,NA
Garden Golf Estates,15710 18th Rd,Garden,MI,15710,Public,18 Holes,(906) 644-2793,-86.56461,45.795153,Pine Grove Country Club,74.58737899,118059.8849,29.17318786,NA
Green Trees Golf Course,262 N Townline Rd,Gaylord,MI,49735-9217,Public,18 Holes,(989) 732-6006,-84.735333,45.028977,Petoskey-Bay View Country Club,144.6203334,41586.57171,10.2762498,NA
The Natural,4706 W Otsego Lake Dr,Gaylord,MI,49735-8612,Public,18 Holes,(877) 646-7529,-84.707984,44.963973,Petoskey-Bay View Country Club,144.6203334,49117.46065,12.13717011,NA
Marsh Ridge Golf Course,4815 Old 27 S,Gaylord,MI,49735-9590,Public,18 Holes,(800) 743-7529,-84.681765,44.959581,Petoskey-Bay View Country Club,144.6203334,50292.31298,12.427482,NA
The Loon Golf Club,4400 Championship Dr,Gaylord,MI,49735-7805,Public,18 Holes,(989) 732-4454,-84.667946,44.96107,Petoskey-Bay View Country Club,144.6203334,50545.03379,12.48993057,NA
The Otsego Club,696 E Main St,Gaylord,MI,49735-8519,Public,36 Holes,(800) 752-5510,-84.662333,45.02758,Petoskey-Bay View Country Club,144.6203334,44003.40609,10.87346166,NA
Michaywe Pines Course,1535 Opal Lake Rd,Gaylord,MI,49735-3742,Public,18 Holes,(888) 746-3742,-84.641003,44.95068,Fairview Hills Golf Course,114.3164501,48197.28645,11.90979047,NA
Treetops Resort,3962 Wilkinson Rd,Gaylord,MI,49735-9800,Public,81 Holes,(989) 732-6711,-84.587287,45.027558,Petoskey-Bay View Country Club,144.6203334,46955.54445,11.60294981,NA
Black Forest & Wilderness Valley,6500 Nicklaus Dr,Gaylord,MI,49735-8098,Public,36 Holes,(231) 585-7090,-84.790958,44.876162,Fairview Hills Golf Course,114.3164501,55606.50647,13.74064578,NA
Gaylord Country Club,4893 M-32 West,Gaylord,MI,49735,Public,18 Holes,(231) 546-3376,-84.775974,45.032479,Petoskey-Bay View Country Club,144.6203334,40238.06081,9.943026017,NA
Mountain Lake Golf Club,1233 Opal Lake Rd,Gaylord,MI,49735-7675,Public,18 Holes,(989) 731-1300,-84.64099,44.950844,Fairview Hills Golf Course,114.3164501,48205.86109,11.9119093,NA
Terrace Bluff Golf Course,7527 Lake Bluff 19.4 Rd,Gladstone,MI,49837-2406,Public,18 Holes,(906) 428-2343,-87.063475,45.811943,Pine Grove Country Club,74.58737899,79353.88596,19.60874199,NA
Gladstone Golf Course,6514 Days River 24.5 Rd,Gladstone,MI,49837-8825,Public,18 Holes,(906) 428-9646,-87.035445,45.890623,Pine Grove Country Club,74.58737899,81834.02353,20.22159638,NA
Irish Oaks Golf Course,6141 CR 420 21st Rd,Gladstone,MI,49837-2471,Public,18 Holes,(906) 428-2616,-87.05575,45.840362,Pine Grove Country Club,74.58737899,79956.54943,19.75766315,NA
Gladwin Heights Golf Course,3551 W M 61,Gladwin,MI,48624-9470,Public,18 Holes,(989) 426-9941,-84.517185,43.980678,White Deer Golf Course,138.2390422,36371.63209,8.987612148,NA
Sugar Springs Country Club,1930 Sugar River Rd,Gladwin,MI,48624-8116,Public,18 Holes,(989) 426-1162,-84.444723,44.131557,White Deer Golf Course,138.2390422,24646.38663,6.090245369,NA
Lakeside Golf Course,4975 N Hockaday Rd,Gladwin,MI,48624-8602,Public,9 Holes,(989) 426-1664,-84.426927,44.115235,White Deer Golf Course,138.2390422,26941.01868,6.657260421,NA
Mountain Flowers Golf Course,Wood Ridge Road,Glen Arbor,MI,49636,Private,9 Holes,(231) 334-5000,-85.989679,44.89773,Manistee Golf and Country Club,126.7390672,77902.85874,19.25018591,NA
Eagle Ridge Golf Course,3501 M 65,Glennie,MI,48737-9774,Public,18 Holes,(989) 735-3500,-83.72241,44.553111,Fairview Hills Golf Course,114.3164501,35826.64545,8.852943225,NA
Shamrock Hills Golf Course,31071 County Road 390,Gobles,MI,31071,Public,18 Holes,(269) 628-2070,-85.853324,42.404486,Kalamazoo Country Club,147.6464515,25562.37834,6.3165915,NA
White Oaks Golf Course,8480 Sparling Rd,Goodells,MI,48027-2010,Public,9 Holes,(810) 325-9292,-82.663509,42.967811,Oak Ridge Golf Course,370.3295649,26696.82486,6.596918908,NA
Goodrich Country Club,10080 Hegel Rd,Goodrich,MI,10080,Public,18 Holes,(810) 636-2493,-83.510541,42.916718,Bruce Hills Golf Club,80.86441916,38404.48214,9.48993956,NA
The Links of Bowen Lake,12990 Bradshaw St,Gowen,MI,12990,Public,18 Holes,(888) 715-4657,-85.346397,43.238925,Golf Crs,84.72136404,63108.83197,15.59450792,NA
Brookside Golf Course,1518 S Johnson Rd,Gowen,MI,49326-9617,Public,18 Holes,(616) 984-2381,-85.297167,43.247964,Golf Crs,84.72136404,62088.29917,15.34232917,NA
Warwick Hills Golf & Country Club,9057 S Saginaw Rd,Grand Blanc,MI,48439-9577,Private,18 Holes,(810) 694-4103,-83.601842,42.900034,Pine Trace Golf Course,217.1031903,44748.20662,11.0575056,NA
Flint Elks Country Club,7177 E Maple Ave,Grand Blanc,MI,48439-9728,Private,18 Holes,(810) 743-0730,-83.569051,42.961669,Bruce Hills Golf Club,80.86441916,44414.43644,10.97502932,NA
Atlas Valley Country Club,8313 Perry Rd,Grand Blanc,MI,48439-9761,Semi Private,18 Holes,(810) 636-7977,-83.541467,42.939662,Bruce Hills Golf Club,80.86441916,41520.60261,10.25994851,NA
Seifert Golf Plus,2193 W Grand Blanc Rd,Grand Blanc,MI,48439-9340,Public,9 Holes,(810) 655-8070,-83.717551,42.914708,Pine Trace Golf Course,217.1031903,53041.53069,13.10682744,NA
Genesee Hills Golf Course,5251 McCandlish Rd,Grand Blanc,MI,48439-1937,Public,18 Holes,(810) 694-9809,-83.602056,42.909222,Pine Trace Golf Course,217.1031903,45459.13636,11.23317989,NA
The Captains Club At Woodfield,1000 Woodfield Dr,Grand Blanc,MI,48439-9460,Public,18 Holes,(810) 695-4653,-83.581153,42.882383,Pine Trace Golf Course,217.1031903,42179.851,10.42285208,NA
The Jewel of Grand Blanc,5270 Perry Rd,Grand Blanc,MI,48439-2305,Public,36 Holes,(810) 694-5960,-83.603538,42.928975,Bruce Hills Golf Club,80.86441916,46080.92141,11.38682609,NA
Grand Haven Golf Club,17000 Lincoln St,Grand Haven,MI,17000,Public,18 Holes,(877) 250-6978,-86.20909,43.000979,Muskegon Country Club,164.849071,24179.35847,5.974840375,NA
Evergreen Golf Course,10125 Osborn St,Grand Haven,MI,10125,Public,18 Holes,(616) 296-1200,-86.038703,43.004925,Holland Country Club,71.98076195,22675.08219,5.603126184,NA
Ledge Meadows Golf Course,1801 E Grand Ledge Hwy,Grand Ledge,MI,48837-9736,Public,18 Holes,(517) 627-7492,-84.801673,42.755664,Golf Crs,84.72136404,12169.96464,3.007259112,NA
Grand Ledge Country Club,5811 E Saint Joe Hwy,Grand Ledge,MI,48837-9117,Public,18 Holes,(517) 627-2495,-84.728885,42.726476,Golf Crs,84.72136404,18169.71829,4.489828238,NA
Indian Trails Golf Course,2776 Kalamazoo Ave SE,Grand Rapids,MI,49507-3940,Municipal,18 Holes,(616) 245-2021,-85.628041,42.913045,Holland Country Club,71.98076195,36535.10027,9.028005953,NA
Kent Country Club,1600 College Ave NE,Grand Rapids,MI,49505-5030,Private,18 Holes,(616) 363-6811,-85.657044,42.991236,Holland Country Club,71.98076195,38395.12235,9.487626707,NA
Cascade Hills Country Club,3725 Cascade Rd SE,Grand Rapids,MI,49546-2144,Semi Private,27 Holes,(800) 949-0740,-85.577907,42.952083,Gun Ridge Golf Course,108.4559667,38324.60634,9.47020185,NA
Watermark Country Club,1599 Galbraith Ave SE,Grand Rapids,MI,49546-6453,Semi Private,18 Holes,(616) 949-6411,-85.534155,42.936066,Hastings County Club Golf Course,154.1247975,35248.88435,8.710175566,NA
Centennial Country Club,3361 Charlevoix Dr SE,Grand Rapids,MI,49546-7053,Semi Private,18 Holes,(616) 954-0444,-85.518457,42.904913,Gun Ridge Golf Course,108.4559667,31585.06429,7.804827311,NA
Lincoln Country Club,3485 Lake Michigan Dr NW,Grand Rapids,MI,49534-5866,Public,18 Holes,(616) 453-6348,-85.753458,42.972194,Holland Country Club,71.98076195,30789.33685,7.608199083,NA
The Highlands Golf Club,2715 Leonard St NW,Grand Rapids,MI,49504-3761,Public,18 Holes,(616) 453-1504,-85.735314,42.986372,Holland Country Club,71.98076195,32925.91496,8.136158216,NA
Gracewil Country Club,2597 4 Mile Rd NW,Grand Rapids,MI,49544-9430,Public,36 Holes,(616) 784-2455,-85.732586,43.030076,Holland Country Club,71.98076195,36326.12299,8.97636662,NA
Mines Golf Course,330 Covell Ave SW,Grand Rapids,MI,49534-5960,Public,18 Holes,(616) 791-7544,-85.716758,42.958196,Holland Country Club,71.98076195,32319.1651,7.986227292,NA
Fellowship Greens Golf Course,3450 36th St SE,Grand Rapids,MI,49512-2800,Public,18 Holes,(616) 942-1330,-85.581229,42.897865,Gun Ridge Golf Course,108.4559667,33112.86191,8.182353742,NA
Thousand Oaks Golf Club,4100 Thousand Oaks NE,Grand Rapids,MI,49525-9409,Public,18 Holes,(616) 447-7750,-85.568338,43.038118,Hastings County Club Golf Course,154.1247975,46472.1667,11.48350475,NA
Grand Rapids Country Club,4300 Leonard St NE,Grand Rapids,MI,49525-3380,Public,27 Holes,(616) 949-2820,-85.564396,42.984423,Hastings County Club Golf Course,154.1247975,41115.87187,10.15993752,NA
The Golf Club At Thornapple Pointe,4747 Champion Cir SE,Grand Rapids,MI,49512-9724,Public,18 Holes,(616) 554-4747,-85.488001,42.87763,Hastings County Club Golf Course,154.1247975,27749.64041,6.857074894,NA
English Hills Country Club,1200 4 Mile Rd NE,Grand Rapids,MI,49525,Public,18 Holes,(616) 784-3420,-85.63913,43.028637,Holland Country Club,71.98076195,41985.15997,10.37474295,NA
Sunnybrook Country Club,624 Port Sheldon Rd SW,Grandville,MI,49418-9452,Semi Private,18 Holes,(616) 457-1102,-85.794497,42.889987,Holland Country Club,71.98076195,23054.13793,5.696792754,NA
Maple Hill Golf Course,5555 Ivanrest Ave SW,Grandville,MI,49418-9145,Public,18 Holes,(800) 219-1113,-85.743064,42.86386,Holland Country Club,71.98076195,25910.65992,6.402653619,NA
Brigadoon Golf Club,12559 Bagley Ave,Grant,MI,12559,Public,45 Holes,(231) 834-8200,-85.890348,43.326666,Muskegon Country Club,164.849071,36095.71306,8.919431175,NA
Calderone Farms Golf Club,4490 Willis Rd,Grass Lake,MI,49240-9548,Public,18 Holes,(877) 533-6661,-84.228986,42.298733,Bay View Shores Golf Course,47.17263594,22759.3292,5.623944041,NA
Waterloo Golf Course,11800 Trist Rd,Grass Lake,MI,11800,Public,18 Holes,(800) 430-6978,-84.192322,42.336242,Bay View Shores Golf Course,47.17263594,27669.00273,6.83714892,NA
Fox Run Country Club,5825 W 4 Mile Rd,Grayling,MI,49738-9700,Public,18 Holes,(800) 436-9786,-84.718092,44.598248,White Deer Golf Course,138.2390422,33674.53851,8.321146839,NA
Grayling Country Club,2122 S I 75 Business Loop,Grayling,MI,49738-2002,Public,18 Holes,(989) 348-5618,-84.708648,44.654348,White Deer Golf Course,138.2390422,39787.83784,9.831773671,NA
Hawk Ridge Golf Course At Skyline Ski and Country,4020 Skyline Rd,Grayling,MI,49738-7365,Public,18 Holes,(989) 275-2000,-84.693474,44.571126,White Deer Golf Course,138.2390422,30463.67985,7.527727611,NA
Greenbush Golf Course,1981 S US Highway 23,Greenbush,MI,48738-9600,Public,9 Holes,(989) 724-6356,-83.320149,44.59586,Fairview Hills Golf Course,114.3164501,64053.97765,15.82805815,NA
Greenville Country Club,925 W South St,Greenville,MI,48838-2106,Private,9 Holes,(616) 754-5451,-85.267179,43.169884,Golf Crs,84.72136404,53266.52826,13.16242547,NA
Glenkerry Golf Course,1413 E Kent Rd,Greenville,MI,48838-8731,Public,18 Holes,(616) 225-4653,-85.233065,43.177571,Golf Crs,84.72136404,52774.62743,13.04087431,NA
Water's Edge Country Club,25215 W River Rd,Grosse Ile,MI,25215,Municipal,18 Holes,(734) 675-0777,-83.172909,42.125323,Lakes of Taylor Golf Course,206.0757513,11916.47949,2.944621665,NA
West Shore Golf & Country Club,22843 W River Rd,Grosse Ile,MI,22843,Private,18 Holes,(734) 676-0330,-83.168855,42.142862,Lakes of Taylor Golf Course,206.0757513,10842.2396,2.679171617,NA
Grosse Ile Golf & Country Club,9339 Bellevue Rd,Grosse Ile,MI,48138-1649,Private,18 Holes,(734) 676-1169,-83.161655,42.124091,Lakes of Taylor Golf Course,206.0757513,12666.03946,3.12984168,NA
Country Club of Detroit,220 Country Club Dr,Grosse Pointe Farms,MI,48236-2960,Semi Private,36 Holes,(313) 881-8000,-82.892484,42.412445,Maple Lane Golf Club,242.0787561,16627.59461,4.108761767,NA
Lochmoor Club,1018 Sunningdale Dr,Grosse Pointe Woods,MI,48236-1632,Private,18 Holes,(313) 884-0563,-82.894866,42.435753,Maple Lane Golf Club,242.0787561,14408.48725,3.560409242,NA
Red Fox Run Golf Course,217 5th Ave,Gwinn,MI,49841-3000,Public,18 Holes,(906) 346-7010,-87.372841,46.34216,Pine Grove Country Club,74.58737899,79885.64147,19.74014143,NA
Hadley Acres Golf and Country Club,3797 Hadley Road,Hadley,MI,48440,Public,18 Holes,(810) 797-4820,-83.402744,42.94525,Bruce Hills Golf Club,80.86441916,31151.92699,7.697796918,NA
Wicker Hills Country Club,7287 Wickert Rd,Hale,MI,48739-9506,Public,18 Holes,(800) 678-4314,-83.82179,44.45179,Fairview Hills Golf Course,114.3164501,37433.53236,9.250013013,NA
Diamond Springs Golf Course,3400 34th St,Hamilton,MI,49419-9547,Public,18 Holes,(269) 751-4545,-85.879447,42.667112,Holland Country Club,71.98076195,19626.6065,4.8498326,NA
Harbor Beach Golf Course,52 Resort Rd,Harbor Beach,MI,48441-1296,Private,9 Holes,(989) 479-3423,-82.6482,43.840836,Bird Creek Golf Course,176.5456356,33568.21149,8.2948729,NA
Wequetonsing Golf Course,5543 M 119,Harbor Springs,MI,49740-9483,Private,18 Holes,(231) 526-5351,-85.061532,45.471922,Petoskey-Bay View Country Club,144.6203334,14313.27294,3.536881311,NA
Birchwood Farms Golf & Country Club,600 Birchwood Dr,Harbor Springs,MI,49740-9206,Semi Private,27 Holes,(231) 526-6245,-85.045171,45.463803,Petoskey-Bay View Country Club,144.6203334,12761.61012,3.153457669,NA
Harbor Point Golf Course,8475 S Lake Shore Dr,Harbor Springs,MI,49740-9102,Public,18 Holes,(231) 526-2951,-85.011492,45.432067,Petoskey-Bay View Country Club,144.6203334,8478.607565,2.095106322,NA
True North Golf Club,2500 True North Dr,Harbor Springs,MI,49740,Public,18 Holes,(800) 878-3667,-84.98761,45.511425,Petoskey-Bay View Country Club,144.6203334,14586.02336,3.604279303,NA
Boyne Highlands Golf Courses,600 Highland Rd,Harbor Springs,MI,49740,Public,72 Holes,(800) 462-6963,-84.926698,45.465227,Petoskey-Bay View Country Club,144.6203334,8445.631238,2.086957707,NA
Little Traverse Bay Golf Club and Restaurant,995 Hideaway Valley Dr,Harbor Springs,MI,49740-9450,Public,18 Holes,(888) 995-6262,-84.896482,45.442706,Petoskey-Bay View Country Club,144.6203334,6162.157688,1.522699975,NA
Chestnut Valley Golf Course,1875 Club House Dr,Harbor Springs,MI,49740-8715,Public,18 Holes,(231) 526-9100,-84.878354,45.480018,Petoskey-Bay View Country Club,144.6203334,10542.72095,2.605159061,NA
Sweetgrass Golf Club,W300 Hwy 2 & 41,Harris,MI,49845,Public,18 Holes,(800) 682-6040,-87.341195,45.703593,Pine Grove Country Club,74.58737899,59301.08053,14.65359351,NA
The Tamaracks,8900 N Clare Ave,Harrison,MI,48625-8872,Public,27 Holes,(989) 539-5441,-84.788909,44.11571,White Deer Golf Course,138.2390422,21781.87275,5.382409665,NA
Snow Snake Ski & Golf,3407 E Mannsiding Rd,Harrison,MI,48625-9428,Public,18 Holes,(989) 539-6583,-84.786652,43.955686,White Deer Golf Course,138.2390422,38537.53558,9.522817729,NA
Devil's Knob Golf Course,3777 N Rodgers Ave,Harrison,MI,48625-7352,Public,18 Holes,(989) 539-9742,-84.707095,44.043503,White Deer Golf Course,138.2390422,27775.55367,6.863478189,NA
Gowanie Golf Club,24770 S River Rd,Harrison Township,MI,24770,Semi Private,18 Holes,(586) 468-1374,-82.860259,42.590085,Gowanie Golf Club,102.3007354,0,102.3007354,NA
Springport Hills Golf Course,5184 E Springport Rd,Harrisville,MI,48740-9504,Public,18 Holes,(989) 724-5611,-83.31775,44.638238,Fairview Hills Golf Course,114.3164501,63390.3783,15.66407943,NA
Middle Channel Golf & Country Club,2306 Golf Course Rd,Harsens Island,MI,48028-9708,Public,18 Holes,(810) 748-9922,-82.580173,42.607891,Cedar Glen Golf Club,121.6390489,16355.69827,4.04157482,NA
The Colonial Golf Course,2763 N 72nd Ave,Hart,MI,49420-8373,Public,36 Holes,(231) 873-8333,-86.378254,43.695009,Muskegon Country Club,164.849071,53663.20483,13.26044623,NA
Majestic at Lake Walden,9600 Crouse Rd,Hartland,MI,48353,Public,45 Holes,(800) 762-3280,-83.757329,42.65505,Pine Trace Golf Course,217.1031903,45726.54694,11.29925838,NA
Hartland Glen Golf Course,12400 Highland Rd,Hartland,MI,12400,Public,36 Holes,(248) 887-3777,-83.710917,42.634751,Pine Trace Golf Course,217.1031903,41837.34352,10.33821677,NA
Dunham Hills Golf & Country Club,13561 Dunham Rd,Hartland,MI,13561,Public,18 Holes,(248) 887-9170,-83.689922,42.649817,Pine Trace Golf Course,217.1031903,40188.03674,9.930664818,NA
Lake O The Hills Golf Course,2101 Lac Du Mont,Haslett,MI,48840-9533,Public,9 Holes,(517) 339-9445,-84.422603,42.749288,Golf Crs,84.72136404,43097.05125,10.64949685,NA
Meridian Sun Golf Club,1018 Haslett Rd,Haslett,MI,48840-9702,Public,18 Holes,(517) 339-8281,-84.383544,42.746683,Golf Crs,84.72136404,46287.67896,11.43791691,NA
Gun Ridge Golf Course,4460 Gun Lake Rd,Hastings,MI,49058-9609,Public,9 Holes,(269) 948-8366,-85.374248,42.641418,Gun Ridge Golf Course,108.4559667,16.01772329,108.4559667,NA
River Bend Golf Course,1370 W State Rd,Hastings,MI,49058-8555,Public,27 Holes,(269) 945-3238,-85.317589,42.658697,River Bend Golf Course,135.6168598,10.78891795,135.6168598,NA
Hastings Country Club,1550 N Broadway St,Hastings,MI,49058-1007,Public,18 Holes,(269) 945-2756,-85.29086,42.662442,Hastings County Club Golf Course,154.1247975,0,154.1247975,NA
Maple Hill Golf Club,540 S Orr Rd,Hemlock,MI,48626-9490,Semi Private,18 Holes,(989) 642-8680,-84.170563,43.413485,Golf Crs,84.72136404,97361.61532,24.05854195,NA
Spring Valley Golf Course,18396 US Highway 10,Hersey,MI,18396,Public,18 Holes,(231) 832-5041,-85.450794,43.872741,White Deer Golf Course,138.2390422,77859.05523,19.23936184,NA
Hessel Ridge Golf Course,2061 North 3 Mile Road,Hessel,MI,49745,Public,18 Holes,(888) 660-9166,-84.426283,46.035369,Wild Bluff Golf Course,204.06475,43952.5197,10.86088738,NA
Prestwick Village Golf Club,136 Inverness,Highland,MI,48357-4786,Private,18 Holes,(248) 887-4334,-83.640752,42.635654,Pine Trace Golf Course,217.1031903,36101.11628,8.920766338,NA
Highland Hills Golf Course,2075 Oakland,Highland,MI,48356-1315,Public,18 Holes,(248) 887-4481,-83.587793,42.680922,Pine Trace Golf Course,217.1031903,32312.42113,7.984560824,NA
Thunder Bay Golf Resort,27800 M 32 E,Hillman,MI,27800,Public,18 Holes,(800) 729-0039,-83.892225,45.056879,Fairview Hills Golf Course,114.3164501,40755.91746,10.07099098,NA
Hillsdale Golf & Country Club,1990 Ash-Te-Wette,Hillsdale,MI,49242,Private,9 Holes,(517) 437-2201,-84.61467,41.894477,Jenkins Golf Course,15.30015694,21514.17209,5.316259494,NA
White Oaks Golf Club,2171 Bankers Rd,Hillsdale,MI,49242-9602,Public,18 Holes,(517) 437-3434,-84.656275,41.897959,Jenkins Golf Course,15.30015694,19323.36211,4.774899395,NA
Holland Country Club,51 Country Club Rd,Holland,MI,49423-6652,Private,18 Holes,(616) 396-1255,-86.057767,42.796119,Holland Country Club,28.36442636,0,28.36442636,NA
Macatawa Legends Golf and Country Club,4600 Macatawa Legends Blvd,Holland,MI,49424-7456,Semi Private,18 Holes,(866) 771-7800,-86.131822,42.852682,Holland Country Club,71.98076195,8448.895868,2.087764414,NA
The Links At Rolling Meadows,1259 St Andrews Dr,Holland,MI,49423-8834,Public,9 Holes,(616) 395-5926,-86.125145,42.752489,Holland Country Club,28.36442636,7264.671293,1.7951366,NA
West Ottawa Golf Club,6045 136th Ave,Holland,MI,49424-8469,Public,54 Holes,(616) 399-1678,-86.120405,42.878647,Holland Country Club,71.98076195,10095.38033,2.494618955,NA
Winding Creek Golf Course,4514 Ottogan St,Holland,MI,49423-9047,Public,45 Holes,(616) 396-4516,-85.994848,42.768776,Holland Country Club,71.98076195,5099.509557,1.260114309,NA
Bramblewood Golf Course,2154 Bramblewood Dr,Holly,MI,48442-8311,Public,18 Holes,(248) 634-3481,-83.664379,42.834547,Pine Trace Golf Course,217.1031903,44446.68719,10.98299864,NA
Heather Highlands Golf Club,11450 E Holly Rd,Holly,MI,11450,Public,27 Holes,(248) 634-6800,-83.630247,42.859219,Pine Trace Golf Course,217.1031903,43652.36969,10.78671881,NA
Deer Run Golf Club,3200 Hanover Rd,Horton,MI,49246-9740,Public,9 Holes,(517) 688-3350,-84.46605,42.094796,Bay View Shores Golf Course,47.17263594,12417.93899,3.068534814,NA
Portage Lake Golf Course,46789 US Highway 41,Houghton,MI,46789,Public,18 Holes,(906) 487-2641,-88.515255,47.093287,Pine Grove Country Club,74.58737899,144873.5425,35.79897673,NA
The Quest at Houghton Lake,119 Questview Dr,Houghton Lake,MI,48629-8669,Public,18 Holes,(866) 422-4516,-84.790622,44.323729,White Deer Golf Course,138.2390422,9944.792283,2.457407897,NA
Pine View Highlands Golf Course,4761 W Houghton Lake Dr,Houghton Lake,MI,48629-8221,Public,18 Holes,(989) 366-7726,-84.733562,44.298093,White Deer Golf Course,138.2390422,4901.408286,1.211162494,NA
Birchwood Golf Course,6900 Masters Rd,Howard City,MI,49329-9507,Public,18 Holes,(231) 762-4424,-85.362365,43.394262,Golf Crs,84.72136404,79034.20413,19.52974701,NA
Hunters Ridge Golf Course,8101 Byron Rd,Howell,MI,48855-9356,Public,18 Holes,(517) 545-4653,-83.968085,42.717755,Pine Trace Golf Course,217.1031903,63636.61959,15.72492688,NA
Hawk Meadows At Dama Farms,410 E Marr Rd,Howell,MI,48855-9264,Public,18 Holes,(517) 546-4635,-83.930032,42.665597,Pine Trace Golf Course,217.1031903,59895.52785,14.80048441,NA
Chemung Hills Golf Club,3125 Golf Club Rd,Howell,MI,48843-9001,Public,18 Holes,(517) 546-7706,-83.891129,42.602767,Pine Trace Golf Course,217.1031903,56645.0109,13.99726542,NA
Faulkwood Shores Golf Course,300 S Hughes Rd,Howell,MI,48843-7135,Public,18 Holes,(517) 546-4180,-83.852949,42.593595,Pine Trace Golf Course,217.1031903,53585.0095,13.24112377,NA
Ironwood Golf Club,6900 E Highland Rd,Howell,MI,48843-9097,Public,18 Holes,(517) 546-3211,-83.818822,42.630748,Pine Trace Golf Course,217.1031903,50658.9331,12.51807566,NA
Shaffer's Evergreen Golf Course,16124 Cadmus Rd,Hudson,MI,16124,Public,9 Holes,(517) 448-8174,-84.338295,41.869746,Bay View Shores Golf Course,47.17263594,25356.04014,6.2656043,NA
Summergreen Golf Links,3441 New Holland St,Hudsonville,MI,49426-1645,Public,18 Holes,(616) 669-0950,-85.86605,42.856534,Holland Country Club,71.98076195,16195.21501,4.001918604,NA
Gleneagle Golf Club,6150 14th Ave,Hudsonville,MI,49426-9436,Public,18 Holes,(616) 457-3680,-85.81655,42.880737,Holland Country Club,71.98076195,20987.94823,5.186226946,NA
Rackham Golf Course,10100 W 10 Mile Rd,Huntington Woods,MI,10100,Municipal,18 Holes,(248) 543-4040,-83.163269,42.474914,Maple Lane Golf Club,242.0787561,13919.9323,3.439684872,NA
Deer View Golf Club,15886 Speaker Rd,Imlay City,MI,15886,Public,9 Holes,(810) 395-7495,-82.964839,43.112549,Bruce Hills Golf Club,80.86441916,32202.17675,7.957318885,NA
Indian River Golf Club,3301 Chippewa Beach Rd,Indian River,MI,49749-9750,Public,18 Holes,(800) 305-4742,-84.619597,45.416145,Petoskey-Bay View Country Club,144.6203334,23239.94341,5.742706217,NA
Inkster Valley Golf Course,2150 Middlebelt Rd,Inkster,MI,48141-3915,Municipal,18 Holes,(734) 722-8020,-83.329708,42.293892,Taylor Meadows Golf Course,84.9946268,5027.165033,1.242237615,NA
Interlochen Golf & Country Club,10586 US Highway 31,Interlochen,MI,10586,Public,18 Holes,(877) 480-7311,-85.790059,44.658915,Manistee Golf and Country Club,126.7390672,63561.30636,15.70631661,NA
Shadow Ridge Golf Course,1191 Kelsey Hwy,Ionia,MI,48846-8628,Public,9 Holes,(616) 527-1180,-85.045106,42.969669,Golf Crs,84.72136404,25647.40552,6.337602142,NA
Rolling Hills Golf Estate,1432 Kelsey Hwy,Ionia,MI,48846-8628,Public,9 Holes,(616) 527-3480,-85.044624,42.967217,Golf Crs,84.72136404,25374.87545,6.270258599,NA
Pine Grove Country Club,1520 W Hughitt St,Iron Mountain,MI,49801-2540,Private,18 Holes,(906) 774-3493,-88.086595,45.819833,Pine Grove Country Club,74.58737899,70.12203917,74.58737899,NA
