course_name,city,state,street_address,zip_code,final_acreage,acreage_source,longitude,latitude
Raintree Golf Course,Freehold,NJ,1 Raintree Dr,07728-4123,21.46762104,OSM (Medium Reliability),-74.308902,40.246403
Hamilton Farm Golf Club,Gladstone,NJ,1040 Pottersville Rd,07934-2053,282.7195754,OSM (Medium Reliability),-74.68786,40.71888
Glen Ridge Country Club,Glen Ridge,NJ,555 Ridgewood Ave,07028-1928,31.43633687,Tigris (High Reliability),-74.19556,40.824932
Minebrook Golf Club,Hackettstown,NJ,500 Schooleys Mtn Rd,07840-4017,99.94686831,OSM (Medium Reliability),-74.822617,40.83326
Tavistock Country Club,Haddonfield,NJ,1 Tavistock Lane,8033,150.2836966,OSM (Medium Reliability),-75.036201,39.880541
Hidden Acres Golf Course,Hainsville,NJ,14 Ayers Road,7851,,No Match Found,-74.822829,41.216189
Wild Turkey Golf Club,Hamburg,NJ,1 Wild Turkey Way,07419-1266,314.2235526,OSM (Medium Reliability),-74.551795,41.158903
Crystal Springs Golf Club,Hamburg,NJ,1 Wild Turkey Way,07419-1266,314.2235526,OSM (Medium Reliability),-74.549008,41.157665
Crystal Springs Resort,Hamburg,NJ,105 Wheatsworth Rd,07419-2607,211.7273776,OSM (Medium Reliability),-74.581077,41.14402
Frog Rock Country Club,Hammonton,NJ,755 S White Horse Pike,08037-2015,82.41419837,OSM (Medium Reliability),-74.772914,39.626931
White Beeches Golf & Country Club,Haworth,NJ,70 Haworth Dr,07641-1502,164.7622894,OSM (Medium Reliability),-74.000402,40.956484
Haworth Country Club,Haworth,NJ,5 Lake Shore Dr,07641-1535,164.7622894,OSM (Medium Reliability),-74.019002,40.957006
High Bridge Hills Golf Club,High Bridge,NJ,203 Cregar Rd,08829-1016,134.5702311,OSM (Medium Reliability),-74.910757,40.670209
Peddie School Golf Course,Hightstown,NJ,201 South Main Street,08520-3352,96.41065,OSM (Medium Reliability),-74.526579,40.25788
Royce Brook Golf Club,Hillsborough,NJ,201 Hamilton Rd,08844-4741,418.06577,OSM (Medium Reliability),-74.602005,40.507857
Hopewell Valley Golf Club,Hopewell,NJ,114 Pennington Hopewell Rd,08525-2108,,No Match Found,-74.755239,40.38422
Stony Brook Golf Course,Hopewell,NJ,Stony Brook Road,8525,55.87559061,OSM (Medium Reliability),-74.785627,40.372289
Metedeconk National Golf Club,Jackson,NJ,50 Hannah Hill Rd,08527-3076,381.0635291,OSM (Medium Reliability),-74.346718,40.157162
Westlake Golf and Country Club,Jackson,NJ,1 Pine Lake Cir,08527-4033,15.98156686,OSM (Medium Reliability),-74.288603,40.103543
Pine Barrens Golf Club,Jackson,NJ,540 S Hope Chapel Rd,08527-5055,51.07595236,OSM (Medium Reliability),-74.283921,40.054353
Greenbriar At Whittingham Golf Course,Jamesburg,NJ,101 Whittingham Dr,08831-2665,74.33272006,OSM (Medium Reliability),-74.445486,40.323124
Liberty National Golf Course,Jersey City,NJ,100 Cavern Point Rd,07305-4606,144.495042,Tigris (High Reliability),-74.069985,40.699025
Galloping Hill Golf Course,Kenilworth,NJ,21 N 31st St,07033-1320,216.7458596,OSM (Medium Reliability),-74.283143,40.679313
Farmstead Golf & Country Club,Lafayette,NJ,88 Lawrence Rd,07848-3022,195.8366309,OSM (Medium Reliability),-74.709331,41.053098
Knoll East Country Club,Lake Hiawatha,NJ,Knoll and Green Bank Rd,7034,,No Match Found,-74.382248,40.882495
Leisure Village West Assoc.,Lakehurst,NJ,959 Buckingham Dr,08759-5282,,No Match Found,-74.280027,40.007437
Pine Ridge Golf Course,Lakehurst,NJ,Route 547 Naval Air Eng Ctr,8733,,No Match Found,-74.309924,40.012385
Leisure Village Golf Course,Lakewood,NJ,19 Buckingham Dr,08701-6210,,No Match Found,-74.179237,40.046792
Leisure Village East,Lakewood,NJ,1 Dumbarton Dr,08701-6666,,No Match Found,-74.160628,40.035278
Woodlake Country Club,Lakewood,NJ,25 New Hampshire Ave,08701-3701,128.2512374,OSM (Medium Reliability),-74.175281,40.089538
Four Seasons Spa & Country Club,Lakewood,NJ,1560 Spring Meadow Dr,08701-7521,55.45377247,Tigris (High Reliability),-74.167994,40.03494
Lakewood Country Club,Lakewood,NJ,145 Country Club Dr,08701-1109,120.4141065,OSM (Medium Reliability),-74.244184,40.109393
Eagle Ridge Golf Club,Lakewood,NJ,2 Augusta Blvd,08701-4639,226.1421123,Tigris (High Reliability),-74.242447,40.066301
Greenacres Country Club,Lawrenceville,NJ,2170 Lawrence Rd,08648-3102,146.7986888,Tigris (High Reliability),-74.731525,40.281946
Lawrenceville School Golf Club,Lawrenceville,NJ,206 Main St,8648,,No Match Found,-74.733739,40.28996
Deer Run Golf Course,Lincoln Park,NJ,1 Gettysburg Way,07035-1815,85.11915697,OSM (Medium Reliability),-74.321205,40.918423
Twin Willows Par 3 Golf Course,Lincoln Park,NJ,167 Ryerson Rd,07035-1122,19.69044364,OSM (Medium Reliability),-74.293598,40.93081
Meadows Golf Club,Lincoln Park,NJ,79 Two Bridges Rd,07035-2701,101.6387035,OSM (Medium Reliability),-74.285101,40.907332
Bamm Hollow Country Club,Lincroft,NJ,215 Sunnyside Rd,07738-1108,,No Match Found,-74.131323,40.354252
Linwood Country Club,Linwood,NJ,500 Shore Rd,08221-2512,122.6482796,OSM (Medium Reliability),-74.56403,39.353474
Ocean County Golf Course At Atlantis,Little Egg Harbor Twp,NJ,261 Country Club Blvd,08087-1833,231.7000236,OSM (Medium Reliability),-74.35376,39.577908
Cedar Hill Golf & Country Club,Livingston,NJ,100 Walnut St,07039-2510,114.9274711,OSM (Medium Reliability),-74.351645,40.791004
Golden Pheasant Country Club,Lumberton,NJ,141 Country Club Dr,08048-9538,97.87661645,OSM (Medium Reliability),-74.793678,39.938268
Coakley Russo Memorial Golf Course,Lyons,NJ,151 1/2 Knollcroft Rd,07939-5001,108.046795,OSM (Medium Reliability),-74.55443,40.665634
Madison Golf Club,Madison,NJ,155 Green Ave,07940-2511,,No Match Found,-74.426821,40.748186
Darlington Golf Course & DR,Mahwah,NJ,277 Campgaw Rd,07430-2509,,No Match Found,-74.183291,41.056527
Apple Ridge Country Club,Mahwah,NJ,269 E Crescent Ave,07430-1569,,No Match Found,-74.117735,41.078702
Ocean Acres Country Club,Manahawkin,NJ,925 Buccaneer Ln,08050-2115,63.55199831,OSM (Medium Reliability),-74.266918,39.737191
Charleston Springs Golf Course,Manalapan,NJ,101 Woodville Rd,07726-9401,141.2795524,OSM (Medium Reliability),-74.361335,40.218834
Knob Hill Golf Club,Manalapan,NJ,1 Shinnecock Dr,07726-9500,233.2690334,Tigris (High Reliability),-74.375309,40.26152
Renaissance Golf Club,Manchester,NJ,3 Renaissance Blvd E,08759-6048,114.4994058,OSM (Medium Reliability),-74.267859,40.036051
Maplewood Country Club,Maplewood,NJ,28 Baker St,07040-2619,96.5003643,OSM (Medium Reliability),-74.275037,40.72857
Bella Vista Country Club,Marlboro,NJ,100 School Rd E,07746-2017,85.76625515,OSM (Medium Reliability),-74.234716,40.306333
Indian Spring Country Club,Marlton,NJ,115 S Elmwood Rd,08053-2564,137.7160197,OSM (Medium Reliability),-74.886151,39.880363
Little Mill Country Club,Marlton,NJ,104 Bortons Rd,08053-9718,,No Match Found,-74.875496,39.828527
Links Golf Club,Marlton,NJ,100 Majestic Way,8053,94.78883775,OSM (Medium Reliability),-74.872771,39.847571
B.L. England Golf Course,Marmora,NJ,900 N Shore Rd,08223-1830,40.06172107,OSM (Medium Reliability),-74.629536,39.286181
Victor's Par 3 Golf Course,Mays Landing,NJ,6444 Pittsburgh Ave,08330-1066,,No Match Found,-74.795348,39.464605
Hamilton Trails Golf Course,Mays Landing,NJ,620 Harbor Ave,08330-3810,,No Match Found,-74.670287,39.413585
Mays Landing Golf & Country Club,Mays Landing,NJ,1855 Cates Rd,08330-3603,126.2715623,OSM (Medium Reliability),-74.627242,39.437063
Falcon Creek Golf Course,Mc Guire Afb,NJ,Building 2007,8641,75.81523892,OSM (Medium Reliability),-74.589149,40.02951
Great Gorge Country Club,McAfee,NJ,410 State Route 517,7428,15.89656254,OSM (Medium Reliability),-74.530882,41.175993
Medford Lakes Country Club,Medford Lakes,NJ,70 Oak Dr,08055-2008,64.50674113,OSM (Medium Reliability),-74.796539,39.86173
Medford Village Country Club,Medford,NJ,28 Golfview Dr,08055-9304,131.0513506,OSM (Medium Reliability),-74.826092,39.880553
Roxiticus Golf Club,Mendham,NJ,Bliss Road,7945,,No Match Found,-74.601879,40.753405
Mendham Golf & Tennis Club,Mendham,NJ,2 Golf Ln,07945-3201,176.358141,OSM (Medium Reliability),-74.57225,40.775607
Navesink Country Club,Middletown,NJ,50 Luffburrow Lane,7748,131.0946667,OSM (Medium Reliability),-74.065517,40.375392
Oak Hill Golf Club,Milford,NJ,15 Fernwood Rd,08848-1526,195.4026006,OSM (Medium Reliability),-75.117651,40.604603
Rossmoor Golf Club,Monroe Township,NJ,10 Clubhouse Rd,08831-1558,93.62147789,Tigris (High Reliability),-74.469471,40.33932
Forsgate Country Club,Monroe Township,NJ,375 Forsgate Dr,08831-1560,210.4273455,Tigris (High Reliability),-74.460396,40.341959
Regency At Monroe Golf and Country Club,Monroe Township,NJ,530 Buckelew Ave,08831-8873,,No Match Found,-74.393718,40.318759
Highpoint Country Club,Montague,NJ,342 Shore Dr,7827,86.09530201,OSM (Medium Reliability),-74.754676,41.304732
Moorestown Field Club,Moorestown,NJ,629 Chester Ave,08057-1901,50.42902166,OSM (Medium Reliability),-74.947368,39.973801
Willowbrook Country Club,Moorestown,NJ,4310 Bridgeboro Rd,08057-3732,,No Match Found,-74.939057,40.002985
Spring Brook Country Club,Morristown,NJ,9 Spring Brook Rd,07960-6319,162.344643,OSM (Medium Reliability),-74.491889,40.779126
Morris County Golf Club,Morristown,NJ,36 Punch Bowl Rd,07960-5719,128.7011315,OSM (Medium Reliability),-74.441674,40.783382
Burlington Country Club,Mount Holly,NJ,170 Burrs Rd,08060-9618,123.076537,OSM (Medium Reliability),-74.802878,40.032295
Springfield Golf Center,Mount Holly,NJ,855 Jacksonville Rd,08060-3910,,No Match Found,-74.771759,40.02839
Laurel Creek Country Club,Mount Laurel,NJ,701 Centerton Rd,08054-1624,136.6297483,OSM (Medium Reliability),-74.885056,39.992007
Ramblewood Country Club,Mount Laurel,NJ,200 Country Club Pkwy,08054-2722,176.7556859,Tigris (High Reliability),-74.933764,39.921536
Mt Tabor Country Club,Mt Tabor,NJ,Country Club Road,7878,42.86179837,OSM (Medium Reliability),-74.477667,40.869602
Shark River Golf Course,Neptune,NJ,320 Old Corlies Ave,07753-3903,117.2963888,OSM (Medium Reliability),-74.057703,40.206221
Jumping Brook Country Club,Neptune,NJ,210 Jumping Brook Rd,07753-3100,117.6755409,OSM (Medium Reliability),-74.086946,40.216935
Neshanic Valley Golf Course,Neshanic Station,NJ,2301 S Branch Rd,08853-4119,324.2132673,OSM (Medium Reliability),-74.722091,40.531836
Hillsborough Country Club,Neshanic Station,NJ,146 Wertsville Road,8853,,No Match Found,-74.734814,40.505564
Weequahic Park Golf Course,Newark,NJ,Grumman St and Elizabeth A,7114,,No Match Found,-74.164452,40.700451
White Oaks Country Club,Newfield,NJ,2951 Dutch Mill Rd,08344-5553,104.6990007,OSM (Medium Reliability),-74.953621,39.585043
Newton Country Club,Newton,NJ,25 Club Rd,07860-2765,119.4291901,OSM (Medium Reliability),-74.727796,41.044992
Rolling Greens Golf Club,Newton,NJ,214 Newton Sparta Rd,07860-2766,70.23549313,OSM (Medium Reliability),-74.706469,41.038609
Bear Brook Golf Club,Newton,NJ,1 Players Blvd,07860-1900,26.8661313,OSM (Medium Reliability),-74.824297,41.013866
Atlantic City Country Club,Northfield,NJ,1 Leo Fraser Drive,8225,166.2851983,OSM (Medium Reliability),-74.543215,39.372349
Berkshire Valley Golf Course,Oak Ridge,NJ,28 Cozy Lake Rd,07438-9125,214.087413,OSM (Medium Reliability),-74.509553,41.011245
Bowling Green Golf Club,Oak Ridge,NJ,53 School House Rd,07438-9825,133.8855989,OSM (Medium Reliability),-74.5281,41.02728
Ocean City Muni Golf Course,Ocean City,NJ,2600 Bay Ave,08226-2495,24.89238337,OSM (Medium Reliability),-74.605534,39.26182
Shore Gate Golf Club,Ocean View,NJ,35 Schoolhouse Ln,08230-1037,168.2303877,OSM (Medium Reliability),-74.734193,39.176802
Heritage Links Golf Club,Ocean View,NJ,1375 Route 9,08230-1370,,No Match Found,-74.682966,39.234443
Colonial Terrace Golf Course,Ocean,NJ,1003 Wickapecko Dr,07712-4733,41.22436943,OSM (Medium Reliability),-74.027171,40.226944
Glenwood Country Club,Old Bridge,NJ,Hwy 9 and Fairway Ln,08857-2844,,No Match Found,-74.305819,40.40939
Old Tappan Golf Course,Old Tappan,NJ,83 Dewolf Rd,07675-7016,49.96046021,OSM (Medium Reliability),-73.977803,41.023313
Hackensack Golf Club,Oradell,NJ,Soldier Hill Road,7649,,No Match Found,-74.047789,40.96497
Orchard Hills Golf Course,Paramus,NJ,404 Paramus Rd,07652-1509,59.67814309,OSM (Medium Reliability),-74.093874,40.952009
Paramus Golf Club,Paramus,NJ,314 Paramus Rd,07652-1508,104.056845,OSM (Medium Reliability),-74.093233,40.947304
Arcola Country Club,Paramus,NJ,Paramus Road,7653,,No Match Found,-74.088914,40.979057
The Ridgewood Country Club,Paramus,NJ,96 W Midland Ave,07652-1802,59.67814309,OSM (Medium Reliability),-74.079886,40.95446
Knoll West Country Club,Parsippany,NJ,Knoll & Green Bank Roads,7054,,No Match Found,-74.391469,40.8731
Pennsauken Country Club,Pennsauken,NJ,3800 Haddonfield Rd,08109-3700,60.36764984,OSM (Medium Reliability),-75.025514,39.958725
Harkers Hollow Golf Club,Phillipsburg,NJ,950 Uniontown Rd,08865-9420,131.8890392,OSM (Medium Reliability),-75.143347,40.727534
The Architects Golf Club,Phillipsburg,NJ,700 Strykers Rd,08865-9499,164.025024,OSM (Medium Reliability),-75.151377,40.709122
Picatinny Arsenal Golf Course,Picatinny Arsenal,NJ,100 Picatinny Arsenal,07806-5300,,No Match Found,-74.539597,40.9534
Trump National Golf Club,Pine Hill,NJ,500 W Branch Ave,08021-6000,298.4887661,OSM (Medium Reliability),-75.001198,39.794664
Pine Valley Golf Club,Pine Valley,NJ,1 E Atlantic Ave,8021,619.6142304,OSM (Medium Reliability),-74.971978,39.792004
Raritan Landing Golf Course,Piscataway,NJ,491 Sidney Rd,08854-4149,67.91551157,OSM (Medium Reliability),-74.46429,40.544037
Rutgers University Golf Course,Piscataway,NJ,777 Hoes Ln W,08854-8022,129.8205089,OSM (Medium Reliability),-74.474827,40.51916
Fairway Golf Center,Piscataway,NJ,1650 Stelton Rd,08854-5917,,No Match Found,-74.420084,40.534247
Meadows At Middlesex,Plainsboro,NJ,70 Hunters Glen Dr,08536-2852,116.5727355,OSM (Medium Reliability),-74.571556,40.329107
Pomona Golf & Country Club,Pomona,NJ,400 West Moss Mill Road,8240,,No Match Found,-74.576389,39.477935
Sunset Valley Golf Course,Pompton Plains,NJ,47 W Sunset Rd,07444-1104,113.6470427,OSM (Medium Reliability),-74.320724,40.963304
Mercer Oaks Golf Course,Princeton Junction,NJ,725 Village Rd W,08550-5204,299.015639,OSM (Medium Reliability),-74.649773,40.282316
Princeton Golf Course,Princeton,NJ,1 Wheeler Way,08540-5915,,No Match Found,-74.668424,40.310855
TPC At Jasna Polana,Princeton,NJ,8 Lawrenceville Rd,08540-4411,,No Match Found,-74.681619,40.33341
Springdale Golf Club,Princeton,NJ,1895 Clubhouse Dr,08540-7107,119.6207001,OSM (Medium Reliability),-74.658814,40.33348
Bunker Hill Golf Club,Princeton,NJ,220 Bunker Hill Rd,08540-8514,144.2827962,OSM (Medium Reliability),-74.583162,40.43511
Ramsey Golf & Country Club,Ramsey,NJ,105 Lakeside Dr,07446-2563,42.0600613,OSM (Medium Reliability),-74.133231,41.050259
Shadow Lake Village,Red Bank,NJ,1 Loch Arbor Way,07701-5417,25.70038779,OSM (Medium Reliability),-74.094759,40.355438
Heron Glen Golf Course,Ringoes,NJ,110 US Highway 202 # &31,08551-1921,148.8829049,OSM (Medium Reliability),-74.859889,40.465479
The Ridge At Back Brook,Ringoes,NJ,211 Wertsville Rd,08551-1305,,No Match Found,-74.810723,40.442046
Cape May Par 3 and Driving Range,Rio Grande,NJ,29 Fulling Mill Rd,08242-1705,,No Match Found,-74.899235,39.021057
The Riverton Country Club,Riverton,NJ,1416 Highland Ave,08077-2728,129.3862563,Tigris (High Reliability),-75.005538,39.998049
Valley Brook Golf Club,Rivervale,NJ,15 Rivervale Rd,07675-6225,103.114233,OSM (Medium Reliability),-73.996641,40.988611
Edgewood Country Club,Rivervale,NJ,449 Rivervale Rd,07675-6437,85.26281389,OSM (Medium Reliability),-74.010711,41.010587
River Vale Country Club,Rivervale,NJ,660 Rivervale Rd,07675-6479,111.9194194,OSM (Medium Reliability),-74.009344,41.025559
Miry Run Country Club,Robbinsville,NJ,106 Sharon Rd,08691-1309,,No Match Found,-74.598496,40.214713
Green Pond Golf Course,Rockaway,NJ,765 Green Pond Rd,07866-4504,,No Match Found,-74.481823,40.98435
Rockleigh Golf Course,Rockleigh,NJ,15 Paris Ave,07647-2604,233.1233827,OSM (Medium Reliability),-73.936532,41.003411
Fernwood Country Club,Roseland,NJ,30 Fernwood Ave,07068-1253,,No Match Found,-74.306755,40.82291
Roselle Golf Club,Roselle,NJ,417 Raritan Rd,07203-2416,,No Match Found,-74.267735,40.647915
Rumson Country Club,Rumson,NJ,163 Rumson Rd,07760-1062,133.8565838,OSM (Medium Reliability),-74.023945,40.35043
Wild Oaks Golf Club,Salem,NJ,75 Wild Oaks Dr,08079-3351,161.8257031,OSM (Medium Reliability),-75.420938,39.532448
Ash Brook Golf Course,Scotch Plains,NJ,1210 Raritan Rd,07076-2823,165.6871551,OSM (Medium Reliability),-74.373665,40.611352
Scotch Hills Country Club,Scotch Plains,NJ,820 Jerusalem Rd,07076-2003,30.10246952,OSM (Medium Reliability),-74.372151,40.655936
Shackamaxon Golf & Country Club,Scotch Plains,NJ,1607 Shackamaxon Dr,07076-4784,137.5178204,OSM (Medium Reliability),-74.354099,40.63356
Pitman Golf Course,Sewell,NJ,501 Pitman Rd,08080-4519,143.073683,OSM (Medium Reliability),-75.154626,39.737096
Millburn Municipal Golf Course,Short Hills,NJ,White Oak Ridge Park Road,7078,133.5908897,Tigris (High Reliability),-74.365669,40.74134
East Orange Golf Course,Short Hills,NJ,440 Parsonage Hill Rd,07078-1161,110.3567407,OSM (Medium Reliability),-74.342821,40.754322
Freeway Golf Course,Sicklerville,NJ,1858 Sicklerville Rd,08081-2422,,No Match Found,-75.028505,39.753866
Bedens Brook Club,Skillman,NJ,240 Rolling Hill Rd,08558-2323,,No Match Found,-74.719701,40.38638
Cherry Valley Country Club,Skillman,NJ,125 Country Club Dr,08558-2234,347.2840844,OSM (Medium Reliability),-74.714094,40.400955
Greate Bay Golf Club,Somers Point,NJ,901 Mays Landing Rd,08244-1115,188.4345069,OSM (Medium Reliability),-74.609155,39.31133
Spooky Brook Golf Course,Somerset,NJ,582 Elizabeth Ave,08873-5204,157.4766489,OSM (Medium Reliability),-74.551676,40.505882
Quailbrook Golf Course,Somerset,NJ,625 New Brunswick Rd,08873-4798,147.9479973,OSM (Medium Reliability),-74.514855,40.513375
Tara Greens Golf Center,Somerset,NJ,955 State Route 27,08873-3458,40.91310572,OSM (Medium Reliability),-74.487849,40.4763
Fox Hollow Golf Club,Somerville,NJ,59 Fox Chase Run,08876-3304,120.3652869,OSM (Medium Reliability),-74.701177,40.62003
Lake Mohawk Golf Club,Sparta,NJ,471 W Shore Trl,07871-1421,92.00522707,OSM (Medium Reliability),-74.664212,41.01718
Sky View Golf Club,Sparta,NJ,226 Lafayette Rd,07871-3564,50.09645207,OSM (Medium Reliability),-74.645234,41.05499
Spring Lake Golf Club,Spring Lake Heights,NJ,901 Warren Avenue,07762-2143,135.9159459,OSM (Medium Reliability),-74.040418,40.152154
Fairway Mews Golf Club,Spring Lake,NJ,1 Club House Dr,07762-2154,53.25092412,OSM (Medium Reliability),-74.035214,40.15506
Baltusrol Golf Club,Springfield,NJ,201 Shunpike Rd,07081-2159,319.386387,OSM (Medium Reliability),-74.327044,40.706139
Lake Lackawanna Golf Course,Stanhope,NJ,14 Reis Ave,07874-3010,23.71449015,OSM (Medium Reliability),-74.69799,40.947467
Summit Municipal Golf Course,Summit,NJ,189 River Rd,07901-1442,133.5908897,Tigris (High Reliability),-74.368322,40.7374
Canoe Brook Country Club,Summit,NJ,1108 Morris Tpke,07901-3700,133.5908897,Tigris (High Reliability),-74.354552,40.733119
Overpeck Golf Course,Teaneck,NJ,273 E Cedar Ln,07666-5415,131.5699574,OSM (Medium Reliability),-73.99749,40.881316
Knickerbocker Country Club,Tenafly,NJ,188 Knickerbocker Rd,07670-2416,156.854342,OSM (Medium Reliability),-73.978367,40.918898
Battleground Country Club,Tennent,NJ,40 Millhurst rd,07726-8350,226.8405155,Tigris (High Reliability),-74.340439,40.264364
Bey Lea Golf Course,Toms River,NJ,1536 N Bay Ave,08753-3302,,No Match Found,-74.184849,39.989124
Toms River Country Club,Toms River,NJ,419 Washington St,08753-6742,65.14880212,OSM (Medium Reliability),-74.184466,39.95212
Greenbriar Woodlands,Toms River,NJ,1 Kensington Cir,08755-0809,12.12049496,OSM (Medium Reliability),-74.196998,40.031685
Sea Oaks Golf Club,Tuckerton,NJ,99 Golf View Dr,08087-4219,198.311281,OSM (Medium Reliability),-74.334953,39.624535
Washington Township Municipal Course,Turnersville,NJ,Fries Mill Road,8012,,No Match Found,-75.049988,39.726601
Wedgwood Country Club,Turnersville,NJ,200 Hurffville Rd,08012-1827,61.16176325,OSM (Medium Reliability),-75.068739,39.76048
Suburban Golf Club,Union,NJ,1730 Morris Ave,07083-3514,100.1311751,OSM (Medium Reliability),-74.257985,40.693496
Minerals Golf Club,Vernon,NJ,2 Chamonix Dr,07462-4600,15.89656254,OSM (Medium Reliability),-74.519158,41.184473
Eastlyn Golf Course,Vineland,NJ,4049 Italia Ave,08361-6819,34.81480176,OSM (Medium Reliability),-74.951997,39.460691
Kresson Golf Course,Voorhees,NJ,298 Kresson Gibbsboro Rd,08043-9569,95.43987539,OSM (Medium Reliability),-74.929202,39.850934
Bel Aire Golf Club,Wall,NJ,3120 Allaire Rd,07719-9127,75.73222715,Tigris (High Reliability),-74.09331,40.150498
Greenbriar At Ocean Aire Golf and Country Club,Waretown,NJ,1 Heritage Cir,08758-2656,13.67839571,OSM (Medium Reliability),-74.221915,39.786174
Warren Brook Golf Course,Warren,NJ,500 Warrenville Rd,07059-5618,99.21687429,OSM (Medium Reliability),-74.492553,40.612814
Hawk Pointe Golf Course,Washington,NJ,294 State Route 31 S,07882-4079,194.1393084,OSM (Medium Reliability),-74.97658,40.739859
Fairway Valley Golf Club,Washington,NJ,76 Mine Hill Rd,07882-4145,54.33735862,OSM (Medium Reliability),-74.994534,40.77845
Twin Brooks Country Club,Watchung,NJ,600 Mountain Blvd,07069-6267,124.2292417,OSM (Medium Reliability),-74.471107,40.625317
Passaic County Golf Course,Wayne,NJ,209 Totowa Rd,07470-3116,185.6612128,OSM (Medium Reliability),-74.23116,40.91403
Packanack Golf Club,Wayne,NJ,7 Osborne Ter,07470-4326,48.87169722,OSM (Medium Reliability),-74.250996,40.932712
Preakness Hills Country Club,Wayne,NJ,1050 Ratzer Rd,07470-3367,143.599581,OSM (Medium Reliability),-74.235636,40.95026
North Jersey Country Club,Wayne,NJ,594 Hamburg Tpke,07470-2084,138.6221516,OSM (Medium Reliability),-74.216955,40.954944
Mountain Ridge Country Club,West Caldwell,NJ,713 Passaic Ave,07006-6409,237.102454,OSM (Medium Reliability),-74.288567,40.858497
RiverWinds Golf Course,West Deptford,NJ,270 Eagle Point Rd,08086-2262,177.7637542,OSM (Medium Reliability),-75.204129,39.85768
Francis A. Byrne Golf Course,West Orange,NJ,1100 Pleasant Valley Way,07052-1423,136.3855964,OSM (Medium Reliability),-74.270671,40.791281
Crestmont Country Club,West Orange,NJ,750 Eagle Rock Ave,07052-2129,133.1992255,OSM (Medium Reliability),-74.268603,40.812604
Rock Spring Club,West Orange,NJ,90 Rock Spring Road,7052,118.4830411,OSM (Medium Reliability),-74.263074,40.770985
Essex County Country Club,West Orange,NJ,350 Mt Pleasant Ave,07052-2737,142.9909779,OSM (Medium Reliability),-74.259284,40.789127
Montclair Golf Club,West Orange,NJ,25 Prospect Ave,07052-4202,243.9502553,OSM (Medium Reliability),-74.239702,40.818237
Mountain View Golf Course,West Trenton,NJ,850 Bear Tavern Rd,08628-1018,148.0688261,OSM (Medium Reliability),-74.830672,40.278514
Trenton Country Club,West Trenton,NJ,201 Sullivan Way,08628-3402,116.9144472,OSM (Medium Reliability),-74.809128,40.244614
Cranbury Golf Club,West Windsor,NJ,49 Southfield Rd,08550-3300,,No Match Found,-74.583254,40.288832
Deerwood Country Club,Westampton,NJ,845 Woodlane Rd,08060-1049,116.2730118,OSM (Medium Reliability),-74.794399,40.010933
Echo Lake Country Club,Westfield,NJ,515 Springfield Ave,07090-1009,129.2271012,OSM (Medium Reliability),-74.331439,40.677148
Stanton Ridge Golf & Country Club,Whitehouse Station,NJ,25 Club House Dr,08889-3376,32.54985936,OSM (Medium Reliability),-74.809015,40.584256
Scotland Run Golf Club,Williamstown,NJ,2626 Fries Mill Rd,08094-3337,169.0516519,OSM (Medium Reliability),-75.051603,39.701894
Rancocas Golf Club,Willingboro,NJ,12 Club Ridge Ln,08046-3525,121.5824389,OSM (Medium Reliability),-74.895419,40.012855
Pinelands Golf Club,Winslow,NJ,887 South Maze Landing Rd,8037,,No Match Found,-74.864018,39.632337
Woodbury Country Club,Woodbury,NJ,467 Cooper St,08096-2519,,No Match Found,-75.142627,39.833639
Westwood Golf Club,Woodbury,NJ,850 Kings Hwy,08096-3129,115.5289277,OSM (Medium Reliability),-75.172997,39.825731
Town & Country Golf Links,Woodstown,NJ,197 East Ave,08098-1343,134.8480207,OSM (Medium Reliability),-75.317911,39.651449
Beckett Country Club,Woolwich Township,NJ,2387 Kings Hwy,08085-3313,181.7776905,OSM (Medium Reliability),-75.32735,39.714121
Hanover Golf Club,Wrightstown,NJ,133 Larrison Rd,08562-2211,119.9769304,OSM (Medium Reliability),-74.567104,40.082738
Holly Hills Golf Club,Alloway,NJ,374 Alloway Friesburg Rd,8001,,No Match Found,-75.37571,39.558743
Glenwild Greens-Bloomingdale,Bloomingdale,NJ,102 Glenwild Ave,07403-1543,,No Match Found,-74.335117,41.011835
Latona Country Club,Buena,NJ,3806 Oak Rd,8360,47.40847747,OSM (Medium Reliability),-74.924278,39.496113
Twin Brook Golf Center,Tinton Falls,NJ,1251 Jumping Brook Road,7753,,No Match Found,-74.08567,40.226189
Desert Lakes Golf Course,Alamogordo,NM,2351 Hamilton Rd,88310-7734,146.7896244,Tigris (High Reliability),-105.962784,32.860445
Ladera Golf Course,Albuquerque,NM,3401 Ladera Dr NW,87120-1440,234.8117192,OSM (Medium Reliability),-106.708618,35.121629
Puerto Del Sol Golf Course,Albuquerque,NM,1800 Girard Blvd SE,87106-3141,71.88963327,OSM (Medium Reliability),-106.613055,35.061377
Arroyo Del Oso Golf Course,Albuquerque,NM,7001 Osuna Rd NE,87109-2955,245.6649748,OSM (Medium Reliability),-106.56848,35.138512
Los Altos Golf Course,Albuquerque,NM,9717 Copper Ave NE,87123-1132,175.7609708,OSM (Medium Reliability),-106.540207,35.080131
Albuquerque Country Club,Albuquerque,NM,601 Laguna Blvd SW,87104-1020,102.2427265,OSM (Medium Reliability),-106.670449,35.087191
