course_name,city,state,street_address,zip_code,holes,course_type,final_acreage,acreage_source,longitude,latitude
Cottonwood Golf Club,Montgomery,AL,7160 Byron Nelson Blvd,36116-6046,18,Public,236.6822860449525,OSM (Medium Reliability),-86.174376,32.247291
Magnolia Golf Club,Montgomery,AL,3346 Elsberry Rd,36116-3018,18,Public,103.97132096917149,Tigris (High Reliability),-86.270866,32.318126
Tallapoosa Lakes Golf Course,Montgomery,AL,1501 Dozier Rd,36117-6422,36,Public,139.26293395920356,OSM (Medium Reliability),-86.135717,32.419455
Green Briar Golf Course,Morris,AL,1130 Morris Majestic Rd,35116-1832,18,Public,41.055789576112176,OSM (Medium Reliability),-86.792639,33.75806
Deer Run Golf Course,Moulton,AL,1175 County Road 100,35650-5117,18,Municipal,155.41242676988253,OSM (Medium Reliability),-87.311735,34.433911
Cypress Lakes Golf & Country Club,Muscle Shoals,AL,1311 E 6th St,35661-3519,18,Public,,No Match Found,-87.659718,34.730226
The Shoals Golf Club,Muscle Shoals,AL,990 Sunbelt Pkwy,35661-4672,36,Public,867.0913555338113,OSM (Medium Reliability),-87.535206,34.817814
Hidden Meadows Golf Course,Northport,AL,13000 Old Cove Rd,13000,18,Public,301.5208528618964,OSM (Medium Reliability),-87.638899,33.293178
Heritage Golf Course,Oneonta,AL,671 Heritage Rd,35121-3022,18,Public,,No Match Found,-86.46493,33.973678
Limestone Springs Golf Club,Oneonta,AL,3000 Colonial Dr,35121-3560,18,Public,175.43482772240714,OSM (Medium Reliability),-86.56757,33.895796
Whispering Pines Golf Club,Oneonta,AL,765 Morton Rd,35121-7316,18,Public,82.10688112982872,OSM (Medium Reliability),-86.407295,33.92928
Saugahatchee Country Club,Opelika,AL,3800 Bent Creek Rd,36804-7602,18,Private,,No Match Found,-85.417515,32.600131
Grand National Golf Course,Opelika,AL,3000 Sunbelt Pkwy,36801-1117,54,Public,844.8113079378472,OSM (Medium Reliability),-85.426491,32.676058
Opp Country Club,Opp,AL,Highway 84 West,36467,9,Private,60.971979538463486,OSM (Medium Reliability),-86.284816,31.279539
Orange Beach Golf Center,Orange Beach,AL,4700 Easy St,36561,9,Municipal,31.69567746916626,OSM (Medium Reliability),-87.60668,30.290876
The Robert Trent Jones Golf Trail@ Hampton Cove,Owens Cross Roads,AL,450 Old Highway 431,35763-9304,54,Public,,No Match Found,-86.471284,34.659987
Cider Ridge Golf Club,Oxford,AL,200 Apple Blossom Way,36203-4806,18,Public,367.14570976372227,OSM (Medium Reliability),-85.750792,33.594656
Ozark Country Club,Ozark,AL,815 Country Club Dr,36360-4731,18,Public,,No Match Found,-85.614841,31.474832
Ballantrae Golf Course,Pelham,AL,1300 Ballantrae Club Dr,35124-6200,18,Municipal,,No Match Found,-86.755997,33.260424
Oak Mt State Park Golf Course,Pelham,AL,Oak Mt State Park,35124,27,Municipal,,No Match Found,-86.760144,33.332374
Pell City Country Club,Pell City,AL,2021 Golf Course Rd,35128,18,Private,64.09227178460316,OSM (Medium Reliability),-86.258419,33.559699
Pine Harbor Golf & Racquet Club,Pell City,AL,1218 Pine Harbor Rd,35128-6717,18,Semi Private,,No Match Found,-86.272062,33.524899
Lakewood Golf Course,Phenix City,AL,2800 Lakewood Dr,36867-2000,18,Municipal,,No Match Found,-85.020077,32.504099
Cumberland Lake Country Club,Pinson,AL,2150 Cumberland Lake Dr,35126-2042,18,Public,,No Match Found,-86.670198,33.770023
Marriott Lakewood Golf Club,Point Clear,AL,1 Grand Blvd,36564,36,Semi Private,,No Match Found,-87.918457,30.473009
Prattville Country Club,Prattville,AL,723 Highway 82 Bypass,36067,18,Private,,No Match Found,-86.490568,32.45151
Capitol Hill Golf Course,Prattville,AL,2600 Constitution Ave,36066-7713,54,Public,203.27834295966093,OSM (Medium Reliability),-86.402021,32.447063
Hidden Oaks Golf Club,Rainbow City,AL,469 Kinzie Ln,35906-9011,9,Public,,No Match Found,-86.065727,33.95149
Hidden Oaks Par 3 Golf Course,Rainbow City,AL,463 Kinzie Ln,35906,9,Public,,No Match Found,-86.065718,33.951858
Rainsville Golf & Country Club,Rainsville,AL,390 Pine Hill Rd,35986-4664,9,Public,70.3565981467895,OSM (Medium Reliability),-85.806916,34.475419
Redmont Recreation Club Golf Course,Red Bay,AL,1400 Redmont Dr Nw,35582,18,Public,158.16351176110803,OSM (Medium Reliability),-88.147419,34.46454
The Knolls Country Club,Reform,AL,Highway 30 East,35481,9,Private,58.30157760543337,OSM (Medium Reliability),-87.980425,33.374022
Roanoke Country Club,Roanoke,AL,1172 Country Club Rd,36274-4055,9,Public,,No Match Found,-85.382288,33.132333
Joe Wheeler State Park Golf Course,Rogersville,AL,201 McLean Dr,35652-6405,18,Municipal,,No Match Found,-87.319689,34.827766
Twin Pines Golf Course,Russellville,AL,1855 Country Club Dr,35654-3208,18,Semi Private,157.4042337004464,OSM (Medium Reliability),-87.675625,34.571422
Goose Pond Colony Golf Course,Scottsboro,AL,417 Ed Hembree Dr,35769-7859,18,Municipal,,No Match Found,-86.079295,34.598099
Goose Pond Plantation Golf Course,Scottsboro,AL,67 Plantation Pointe Rd,35768-7178,18,Municipal,187.4084449489539,OSM (Medium Reliability),-86.130105,34.639542
Scottsboro Golf & Country Club,Scottsboro,AL,Highway #79 Bypass,35768,9,Private,58.68723920757877,OSM (Medium Reliability),-86.041767,34.637641
Broken Arrow Golf Course,Scottsboro,AL,399 Broken Arrow Dr,35769-8519,18,Public,,No Match Found,-86.069645,34.609413
Selma Country Club,Selma,AL,103 W Dallas Ave,36701-6560,18,Semi Private,119.28236350460932,OSM (Medium Reliability),-87.044127,32.40602
Craig Golf Course,Selma,AL,262 Craig Industrial Park,36701-8139,9,Public,,No Match Found,-86.986899,32.36128
Occidental Chemical Co. Golf Course,Sheffield,AL,1000 N Wilson Dam Hwy,35660,9,Semi Private,,No Match Found,-87.692605,34.75973
Shoal Creek,Shoal Creek,AL,100 New Williamsburg Dr,35242-5940,27,Private,216.9159429813272,OSM (Medium Reliability),-86.615399,33.43884
TimberCreek Golf Club,Spanish Fort,AL,9650 Timbercreek Blvd,36527-5604,54,Public,34.16520047445899,OSM (Medium Reliability),-87.85673,30.670241
Oak Hill Country Club,Sulligent,AL,101 Country Club Rd,35586-4462,9,Private,,No Match Found,-88.119665,33.837625
Sylacauga Country Club,Sylacauga,AL,1 Fairway Dr,35150,18,Private,,No Match Found,-86.241561,33.216314
FarmLinks Golf Club,Sylacauga,AL,2200 FarmLinks Blvd,35151,18,Public,501.8672636023105,OSM (Medium Reliability),-86.419684,33.11773
Talladega Municipal Golf Course,Talladega,AL,65230 Hwy 77 North,65230,18,Municipal,,No Match Found,-86.107165,33.446152
Timber Ridge Golf Club,Talladega,AL,101 Ironaton Road,35160,18,Public,,No Match Found,-86.071216,33.435546
Lakeside Country Club,Tallassee,AL,5881 Cherokee Trl,36078-3803,18,Public,,No Match Found,-85.947715,32.609354
Meadowlake Golf Course,Theodore,AL,8350 Theodore Dawes Rd W,36582,9,Public,,No Match Found,-88.23757,30.580861
Pineview Country Club,Thomasville,AL,1250 Country Club Dr,36784,9,Private,,No Match Found,-87.762552,31.907746
Troy Country Club,Troy,AL,1 Club Rd,36079,9,Private,108.1349841084692,OSM (Medium Reliability),-85.965345,31.778483
Trojan Oaks Golf Course,Troy,AL,Troy St Univ  Adams Center 215,36082-0001,9,Public,,No Match Found,-85.955571,31.802189
Trussville Country Club,Trussville,AL,7905 Roper Rd,35173-3105,18,Public,110.18538985709756,OSM (Medium Reliability),-86.55624,33.603457
Ol' Colony Golf Complex,Tuscaloosa,AL,401 Old Colony Rd,35406-4200,18,Municipal,60.107821111289496,Tigris (High Reliability),-87.534657,33.260213
Woodland Forrest Country Club,Tuscaloosa,AL,5604 Woodland Forrest Dr,35405-5643,18,Private,86.05942884058457,OSM (Medium Reliability),-87.46721,33.155495
Country Club of Tuscaloosa,Tuscaloosa,AL,3700 6th St,35401-1358,18,Semi Private,92.87102200003748,Tigris (High Reliability),-87.584279,33.205993
Indian Hills Country Club,Tuscaloosa,AL,1650 Highway 82,35406,18,Semi Private,122.54619198454596,Tigris (High Reliability),-87.541789,33.23371
NorthRiver Yacht Club,Tuscaloosa,AL,3100 Yacht Club Way NE,35406-1126,18,Semi Private,239.2165935154922,OSM (Medium Reliability),-87.498139,33.294354
Spring Creek Golf Course,Tuscumbia,AL,800 Woodmont Dr,35674-3952,9,Municipal,127.60245235193156,OSM (Medium Reliability),-87.695097,34.715528
Tennessee Valley Country Club,Tuscumbia,AL,101 Maple St,35674-4416,9,Private,127.60245235193156,OSM (Medium Reliability),-87.704489,34.718458
Cherokee Ridge Country Club,Union Grove,AL,4000 Cherokee Ridge Dr,35175-7943,18,Semi Private,,No Match Found,-86.568835000000007,34.419236
Union Springs Country Club,Union Springs,AL,Country Club Drive,36089,9,Private,,No Match Found,-85.72653,32.152813
Valley Grande Golf Club,Valley Grande,AL,1009 Warrior Dr,36701-1604,18,Public,,No Match Found,-87.115341,32.486742
Rolling Hills Golf Course,Valley,AL,9565 Lee Rd 279,36854-6811,9,Public,,No Match Found,-85.202628,32.702326
Old Overton Club,Vestavia Hills,AL,7251 Old Overton Club Dr,35242-2520,18,Private,111.7575624814639,OSM (Medium Reliability),-86.681762,33.491622
Emerald Mountain Golf Club,Wetumpka,AL,245 Mountain View Rd,36093-3846,18,Public,325.4140192207121,OSM (Medium Reliability),-86.105816,32.448205
Quail Walk Country Club,Wetumpka,AL,2110 Holtville Rd,36092-5706,18,Public,163.14302606270238,OSM (Medium Reliability),-86.227318,32.563393
Sumter Country Club,York,AL,51880 Country Club Rd,51880,9,Private,58.857300337568674,OSM (Medium Reliability),-88.313146,32.510017
Highland Park Golf Course,Birmingham,AL,3300 Highland Ave S,35205-1411,18,Public,104.96202995045172,Tigris (High Reliability),-86.779392,33.512479
The Links At Tuscaloosa,Tuscaloosa,AL,1800 Links Blvd,35405-4871,18,Public,151.70139895164635,OSM (Medium Reliability),-87.560594,33.155844
Eagle Crest Golf Course,Alma,AR,3926 Golf Course Dr,72921-7896,18,Public,,No Match Found,-94.16868,35.500064
River Valley Golf Course,Alma,AR,5829 Highway 64 E,72921-7900,18,Public,,No Match Found,-94.15348,35.493705
Turtle Pointe Golf Club,Arkadelphia,AR,182 Club Dr,71923-8102,18,Public,155.90721921742076,OSM (Medium Reliability),-93.09088,34.14483
Millwood Landing Golf & R V  Resort,Ashdown,AR,596 Highway 317,71822-8467,18,Public,182.88510434322887,OSM (Medium Reliability),-94.01366,33.712909
Southern Fairways LLC,Ashdown,AR,2104 Buck Wright Road,71822,18,Public,,No Match Found,-94.131614,33.692565
Cypress Creek Country Club,Augusta,AR,8302 Highway #64 East,72006,9,Private,,No Match Found,-91.274188,35.284923
Bald Knob Country Club,Bald Knob,AR,216 Country Club Road,72010,9,Public,63.12627402073346,OSM (Medium Reliability),-91.591594,35.313464
Deer Trails Golf Course,Barling,AR,Bldg #3910 Arkansas Boulevard,72923,9,Public,,No Match Found,-94.303348,35.296597
Batesville Municipal Golf Course,Batesville,AR,1850 Chaney Dr,72501-7638,9,Municipal,51.50943566020173,OSM (Medium Reliability),-91.636614,35.758832
Batesville Country Club,Batesville,AR,1100 24th St,72501-7438,9,Private,,No Match Found,-91.62625,35.768137
The Course At Eagle Mountain,Batesville,AR,800 Gap Rd,72501-8685,18,Public,230.2969172465054,OSM (Medium Reliability),-91.583536,35.748918
Bella Vista Country Club,Bella Vista,AR,101 Town Ctr NE,72714-2403,126,Private,63.84617131904266,OSM (Medium Reliability),-94.193794,36.456498
Longhills Golf Club,Benton,AR,327 Highway 5 N,72015-8554,18,Public,,No Match Found,-92.551093,34.60085
Silver Springs Country Club,Benton,AR,6301 Trace Creek Rd,72015-6972,18,Public,122.27686331596507,OSM (Medium Reliability),-92.653712,34.530638
Links At Bentonville Golf & Athletic Club,Bentonville,AR,2101 SE Hilton Head Dr,72712-6352,9,Public,20.67890911048468,OSM (Medium Reliability),-94.184783,36.349281
Carroll County Golf Course,Berryville,AR,Highway 62 West,72616,9,Public,,No Match Found,-93.595458,36.381646
De Gray State Park Golf Course,Bismarck,AR,2027 State Park Maintenance Rd,71929-7308,18,Municipal,235.20975755261784,OSM (Medium Reliability),-93.163421,34.255162
Caddo Creek Golf Course,Bismarck,AR,4009 Highway 7,71929-7165,9,Public,,No Match Found,-93.159963,34.280331
Thunder Bayou Golf Links,Blytheville,AR,1229 Perimeter Rd,72315-6234,18,Municipal,247.9346691997385,OSM (Medium Reliability),-89.920237,35.950081
Blytheville Country Club,Blytheville,AR,Highway 61 North,72315,18,Private,130.02937657855944,OSM (Medium Reliability),-89.911007,35.950614
Cherokee Creek Golf Club,Booneville,AR,Highway 10 East,72927,18,Public,,No Match Found,-93.894188,35.14363
Brinkley Country Club,Brinkley,AR,Highway 70 West,72021,9,Private,,No Match Found,-91.228206,34.856172
Hurricane Golf and Country Club,Bryant,AR,4300 Hurricane Dr,72022-6201,18,Semi Private,133.69461796000755,OSM (Medium Reliability),-92.521604,34.605737
Rivercliff Golf Club,Bull Shoals,AR,110 Club House Lane,72619,18,Public,,No Match Found,-92.585217,36.364377
Rolling Hills Country Club Inc,Cabot,AR,271 Country Club Rd,72023-7303,18,Private,171.02530185533922,OSM (Medium Reliability),-91.979856,34.935244
Greystone Country Club,Cabot,AR,57 Greystone Blvd,72023-8175,36,Public,208.1448856340499,Tigris (High Reliability),-92.063556,35.022134
Camden Country Club,Camden,AR,1915 W Washington St,71701-3133,18,Semi Private,,No Match Found,-92.861865,33.585389
Highland Golf Course,Camden,AR,707 Highway 274,71701-7350,9,Public,62.84637211411293,OSM (Medium Reliability),-92.735186,33.615139
The Creeks Golf Course LLC,Cave Springs,AR,1499 S Main St,72718-9400,18,Public,142.80168214145593,OSM (Medium Reliability),-94.236941,36.246757
Cherokee Village North Course,Cherokee Village,AR,75 Pro Shop Rd,72529-2611,18,Semi Private,,No Match Found,-91.551334,36.317763
Cherokee Village South Course,Cherokee Village,AR,#5 Laguna Drive,72529,18,Semi Private,164.74889589431194,OSM (Medium Reliability),-91.595674,36.288613
Pines Golf Club,Clarendon,AR,18340 Hwy 79,18340,9,Public,,No Match Found,-91.154559,34.69131
Clarksville Country Club,Clarksville,AR,401 W Country Club Dr,72830-9108,9,Public,,No Match Found,-93.487037,35.450776
Red River Golf Club Inc,Clinton,AR,360 Factory Rd,72031-6742,9,Public,30.99019995447179,OSM (Medium Reliability),-92.445717,35.584084
Centennial Valley Golf Course,Conway,AR,1600 Centennial Club Dr,72034-8111,18,Semi Private,40.105602249376574,OSM (Medium Reliability),-92.501924,35.101208
Conway Country Club,Conway,AR,555 Country Club Rd,72034-7279,18,Semi Private,110.1952253001411,OSM (Medium Reliability),-92.480488,35.086774
Cadron Valley Country Club,Conway,AR,3400 Irby Dr,72034-7313,9,Public,26.699901902378436,Tigris (High Reliability),-92.483753,35.107429
The Greens At Nutters Chapel,Conway,AR,1705 S Salem Rd,72034,18,Public,,No Match Found,-92.473809,35.049963
Victory Lake Golf Course,Corning,AR,536 E Elm St,72422-7511,9,Municipal,59.3798328159215,OSM (Medium Reliability),-90.571705,36.40584
Prairie Country Club,Crossett,AR,Highway #52 North,71635,9,Private,,No Match Found,-91.896602,33.175525
Chamberlyne Country Club,Danville,AR,10614 Country Club Dr,10614,18,Public,348.77032252964256,OSM (Medium Reliability),-93.371005,35.105832
Lions Den Golf Club,Dardanelle,AR,11044 Bay Ridge Dr,11044,18,Public,,No Match Found,-93.215378,35.25786
De Queen Country Club and Lodge,De Queen,AR,Route 70 East,71832,18,Private,,No Match Found,-94.278822,34.046782
Oak Hills Country Club,De Witt,AR,RR 1,72042,9,Private,,No Match Found,-91.385147,34.305869
Diamond Hills Country Club,Diamond City,AR,20701 Highway 7 North,20701,18,Public,,No Match Found,-92.922129,36.46558
Tannenbaum Golf Club,Drasco,AR,5 Kustrin Dr,72530-9151,18,Public,,No Match Found,-92.056779,35.559388
Lions Club Municipal Golf Course,El Dorado,AR,East 19th & Martin Luther King Blvd,71730,18,Municipal,136.615080958666,OSM (Medium Reliability),-92.647674,33.236988
El Dorado Golf & Country Club,El Dorado,AR,101 Shady Side St,71730-3147,18,Private,99.722576085032685,OSM (Medium Reliability),-92.661157,33.238957
The Resurrection Course at Mystic Creek,El Dorado,AR,1000 N Wyatt,71730,18,Public,219.1834880736365,OSM (Medium Reliability),-92.731619,33.227591
England Country Club,England,AR,Highway 161,72046,9,Private,87.94093531660067,OSM (Medium Reliability),-92.011471,34.542492
Indian Hills Country Club,Fairfield Bay,AR,Snead Drive,72088,18,Private,6.417348372247324,OSM (Medium Reliability),-92.249026,35.619657
Mountain Ranch Golf Club,Fairfield Bay,AR,820 Lost Creek Pkwy,72088-3630,18,Public,,No Match Found,-92.288285,35.610854
Golf Club At Valley View,Farmington,AR,11520 Club House Pkwy,11520,18,Public,,No Match Found,-94.262382,36.012815
Fayetteville Country Club,Fayetteville,AR,3335 S Country Club Dr,72701-7156,18,Private,115.28184562375338,OSM (Medium Reliability),-94.157179,36.029947
Paradise Valley Athletic Club,Fayetteville,AR,3728 N Old Missouri Rd,72703-6502,18,Private,117.72244748751504,OSM (Medium Reliability),-94.130007,36.118802
Blessings Golf Club,Fayetteville,AR,5826 Clear Creek Blvd,72704-9355,18,Semi Private,265.83524497467823,OSM (Medium Reliability),-94.201823,36.13177
Lakeside Par 3,Fayetteville,AR,200 W Village Lake Dr,72703-4092,9,Public,11.187977517053184,OSM (Medium Reliability),-94.159746,36.09962
Razorback Park Golf Course,Fayetteville,AR,2514 W Lori Dr,72704,18,Public,,No Match Found,-94.19474,36.097964
Stonebridge Meadows Golf Club,Fayetteville,AR,3495 E Goff Farm Rd,72701-7527,18,Public,,No Match Found,-94.112647,36.045276
The Links At Fayetteville,Fayetteville,AR,2300 W Player Ln,72704,9,Public,,No Match Found,-94.211993,36.079466
Fordyce Country Club,Fordyce,AR,Country Club Road,71742,9,Private,,No Match Found,-92.469942,33.813018
Forrest City Country Club,Forrest City,AR,922 E Cross St,72335-3959,18,Private,117.66607078806544,OSM (Medium Reliability),-90.780207,35.008165
Ridgecrest Country Club,Forrest City,AR,Barrow Hill Road,72335,9,Private,71.23624948478545,OSM (Medium Reliability),-90.767642,35.060809
Ben Geren Regional Park Golf Course,Fort Smith,AR,7200 Zero St,72903-6589,45,Municipal,,No Match Found,-94.354514,35.326029
Fianna Hills Country Club,Fort Smith,AR,1 Essex Pl,72908-9040,18,Semi Private,,No Match Found,-94.413055,35.293613
Hardscrabble Country Club,Fort Smith,AR,5211 Cliff Dr,72903-4630,18,Semi Private,147.9070835697325,OSM (Medium Reliability),-94.384052,35.349195
Fort Smith Country Club,Fort Smith,AR,5500 Midland Blvd,72904-1712,9,Public,,No Match Found,-94.370373,35.425037
The First Tee of Fort Smith  The Jack Stephens Yo,Fort Smith,AR,5800 Geren Rd,72916-9730,9,Public,269.6933451645977,OSM (Medium Reliability),-94.370224,35.318144
The Links of Fort Smith,Fort Smith,AR,5100 S Zero St,72903-6944,9,Public,18.86043806122607,OSM (Medium Reliability),-94.37663,35.326946
Glenwood Country Club,Glenwood,AR,584 Highway 70 E,71943-8904,18,Public,,No Match Found,-93.505799,34.338358
Persimmon Ridge Golf Club,Greenbrier,AR,1 Fairway Dr,72058-8806,9,Public,,No Match Found,-92.31987,35.279956
