Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,CHIPPEWA,33,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,840",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,340",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,012",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,602",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,467",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,200",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,KEWEENAW,83,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,084",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,LUCE,95,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,109",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MACKINAC,97,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,181",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,434",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,061",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ONTONAGON,131,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,563",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,839",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,WEST CENTRAL,40,LAKE,85,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,054",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,628",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,539",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,405",13.3
CENSUS,2022,END OF DEC,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,348",13.3
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,147",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,140",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,432",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,217",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,951",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,889",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,138",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,547",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,181",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,265",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,605",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,654",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,230",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,935",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,854",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,535",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,040",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,018",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,187",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"17,237",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,934",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,246",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,934",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,269",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,RAMSEY,123,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"46,973",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"11,320",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,BELTRAMI,7,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,063",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,CASS,21,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,049",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,HUBBARD,57,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,671",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,ITASCA,61,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,363",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,KOOCHICHING,71,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,595",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,LAKE OF THE WOODS,77,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,618",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHEAST,30,COOK,31,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,495",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHEAST,30,LAKE,75,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,964",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHEAST,30,ST. LOUIS,137,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,927",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,BECKER,5,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,413",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,CLAY,27,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,738",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,CLEARWATER,29,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,881",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,KITTSON,69,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,361",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,MAHNOMEN,87,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,169",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,MARSHALL,89,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,168",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,NORMAN,107,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,636",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,PENNINGTON,113,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,241",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,POLK,119,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,321",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,RED LAKE,125,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,951",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,NORTHWEST,10,ROSEAU,135,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,551",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BLUE EARTH,13,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,755",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BROWN,15,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,310",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FARIBAULT,43,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,169",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FREEBORN,47,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,698",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,LE SUEUR,79,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,494",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,MARTIN,91,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,968",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,NICOLLET,103,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,617",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,RICE,131,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,330",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,183",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WASECA,161,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,825",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WATONWAN,165,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,091",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,DAKOTA,37,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,295",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,DODGE,39,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,615",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,FILLMORE,45,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,919",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,GOODHUE,49,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,303",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,HOUSTON,55,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,209",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,MOWER,99,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,240",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,OLMSTED,109,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,058",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,WABASHA,157,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,636",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHEAST,90,WINONA,169,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,840",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,COTTONWOOD,33,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,224",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,JACKSON,63,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,449",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,LINCOLN,81,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,365",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,LYON,83,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,146",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,MURRAY,101,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,581",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,NOBLES,105,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,605",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,PIPESTONE,117,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,449",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,REDWOOD,127,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,408",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,SOUTHWEST,70,ROCK,133,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,831",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,BIG STONE,11,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,825",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,CHIPPEWA,23,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,742",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,DOUGLAS,41,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,553",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,GRANT,51,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,873",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,LAC QUI PARLE,73,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,362",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,OTTER TAIL,111,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,840",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,POPE,121,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,298",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,STEVENS,149,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,446",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,SWIFT,151,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,379",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,TRAVERSE,155,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,472",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,WILKIN,167,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,418",8.5
CENSUS,2022,END OF DEC,COUNTY,MINNESOTA,27,WEST CENTRAL,40,YELLOW MEDICINE,173,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,062",8.5
CENSUS,2022,END OF DEC,COUNTY,MISSISSIPPI,28,CENTRAL,50,ATTALA,7,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,239",7.9
CENSUS,2022,END OF DEC,COUNTY,MISSISSIPPI,28,CENTRAL,50,CARROLL,15,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,905",7.9
CENSUS,2022,END OF DEC,COUNTY,MISSISSIPPI,28,CENTRAL,50,CHOCTAW,19,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,144",7.9
CENSUS,2022,END OF DEC,COUNTY,MISSISSIPPI,28,CENTRAL,50,HOLMES,51,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,992",7.9
CENSUS,2022,END OF DEC,COUNTY,MISSISSIPPI,28,CENTRAL,50,LEAKE,79,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,798",7.9
