"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","SOUTHWEST","70","GREENE","077","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,004","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","SOUTHWEST","70","JASPER","097","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,178","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","SOUTHWEST","70","LAWRENCE","109","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,465","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","SOUTHWEST","70","MCDONALD","119","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,910","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","SOUTHWEST","70","NEWTON","145","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,732","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","SOUTHWEST","70","STONE","209","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,003","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","BATES","013","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,006","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","CASS","037","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,459","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","CEDAR","039","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,763","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","HENRY","083","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,028","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","JACKSON","095","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,658","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","JOHNSON","101","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,787","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","LAFAYETTE","107","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,328","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","ST CLAIR","185","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,962","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MISSOURI","29","WEST","40","VERNON","217","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,000","6.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","BROADWATER","007","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,894","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","CASCADE","013","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,234","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","FERGUS","027","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,279","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","GOLDEN VALLEY","037","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","977","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","JUDITH BASIN","045","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,350","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","LEWIS AND CLARK","049","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,762","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","MEAGHER","059","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,316","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","MUSSELSHELL","065","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,077","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","PETROLEUM","069","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,059","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","CENTRAL","50","WHEATLAND","107","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,197","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","BLAINE","005","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","849","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","CHOUTEAU","015","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,356","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","GLACIER","035","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,478","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","HILL","041","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,066","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","LIBERTY","051","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,237","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","PHILLIPS","071","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,124","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","PONDERA","073","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,751","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","TETON","099","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,825","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","TOOLE","101","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,287","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","DANIELS","019","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,076","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","DAWSON","021","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","981","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","GARFIELD","033","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","672","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","MCCONE","055","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,055","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","RICHLAND","083","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,109","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","ROOSEVELT","085","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,108","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","SHERIDAN","091","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,554","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","VALLEY","105","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,152","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","DEER LODGE","023","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,334","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","FLATHEAD","029","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,225","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","GRANITE","039","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,808","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","LAKE","047","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,120","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","LINCOLN","053","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,690","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","MINERAL","061","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,629","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","MISSOULA","063","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,276","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","POWELL","077","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,783","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","RAVALLI","081","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,096","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","SANDERS","089","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,180","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","BIG HORN","003","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","649","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","CARBON","009","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,923","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","PARK","067","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,000","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","STILLWATER","095","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,747","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","SWEET GRASS","097","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,499","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","TREASURE","103","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","996","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","YELLOWSTONE","111","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,216","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","CARTER","011","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","753","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","CUSTER","017","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,017","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","FALLON","025","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,043","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","POWDER RIVER","075","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","957","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","PRAIRIE","079","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","762","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","ROSEBUD","087","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","716","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","WIBAUX","109","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","934","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","BEAVERHEAD","001","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,883","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","GALLATIN","031","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,069","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","JEFFERSON","043","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,954","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","MADISON","057","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,757","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","SILVER BOW","093","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,572","13.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","BUFFALO","019","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,857","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,892","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,897","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,034","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,923","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,372","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,905","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,037","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","BUTLER","023","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,462","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","CASS","025","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,946","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","COLFAX","037","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,261","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","DODGE","053","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,512","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","DOUGLAS","055","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,113","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","HAMILTON","081","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,963","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","LANCASTER","109","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,481","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","MERRICK","121","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,476","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","NANCE","125","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,829","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","PLATTE","141","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,054","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","POLK","143","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,708","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","SARPY","153","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,646","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","SAUNDERS","155","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,483","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","SEWARD","159","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,516","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","WASHINGTON","177","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,365","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","YORK","185","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,906","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","ARTHUR","005","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,091","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","BLAINE","009","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,317","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,664","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,674","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,224","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","GARFIELD","071","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,660","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","GRANT","075","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,129","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,650","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","HOOKER","091","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,028","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","KEYA PAHA","103","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,790","5.8"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,355","5.8"
