course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude
Cedar Beach Golf Course,Cedar Beach Ocean Parkway,Babylon,NY,11702,Municipal,18 Holes,(631) 321-4562,-73.338249,40.63386
E Donald Conroy Golf Course,75 Cedar St,Babylon,NY,11702-2332,Municipal,9 Holes,(631) 669-2340,-73.317129,40.703571
Robert Moses State Park Golf Course,Robert Moses Causeway,Babylon,NY,11702,Municipal,18 Holes,(631) 669-0449,-73.282554,40.62435
Sundown Golf & Country Club,129 Hay Path Ln,Bainbridge,NY,13733-3356,Public,9 Holes,(607) 895-6888,-75.465496,42.389953
Ironwood Golf And Country Club,7439 Canton Street Rd,Baldwinsville,NY,13027-9761,Public,9 Holes,(315) 635-9826,-76.336807,43.130628
Foxfire at Village Green,1 Village Blvd N,Baldwinsville,NY,13027-3007,Public,18 Holes,(315) 638-2930,-76.317012,43.131404
Radisson Greens Golf Club,8055 Potter Rd,Baldwinsville,NY,13027-1517,Public,18 Holes,(315) 638-0092,-76.295758,43.199117
Seneca Golf Club,7360 State Fair Blvd,Baldwinsville,NY,13027-9778,Public,9 Holes,(315) 635-7571,-76.293157,43.126957
Hickory Hill Golf Course,3451 State Route 31,Baldwinsville,NY,13027-9231,Public,18 Holes,(315) 652-9822,-76.271201,43.177535
Timber Banks Golf Club and Marina,3536 Timber Banks Pkwy,Baldwinsville,NY,13027-4176,Public,9 Holes,(315) 635-8800,-76.320055,43.163299
Pioneer Hills Golf Course,3230 Galway Rd,Ballston Spa,NY,12020-2065,Public,18 Holes,(518) 885-7000,-73.951169,43.020754
Ballston Spa Country Club,Amsterdam Road Route 67,Ballston Spa,NY,12020,Public,18 Holes,(518) 885-7935,-73.807174,42.969955
Terry Hills Golf Course,5122 Clinton Street Rd,Batavia,NY,14020-1129,Public,45 Holes,(585) 343-0860,-78.143177,43.003818
Batavia Country Club,7909 Batavia Byron Rd,Batavia,NY,14020-9716,Public,18 Holes,(800) 343-7660,-78.123312,43.030554
Bath Country Club,330 May St,Bath,NY,14810-9756,Public,18 Holes,(607) 776-5043,-77.300592,42.341566
Southward Ho Country Club,S Country Rd,Bay Shore,NY,11706,Semi Private,18 Holes,(631) 665-1710,-73.261479,40.709345
Clearview Park Golf Course,20212 Willets Point Blvd,Bayside,NY,20212,Municipal,18 Holes,(718) 229-2570,-73.78986,40.786671
Southern Duchess Country Club,1209 North Ave,Beacon,NY,12508-1467,Private,9 Holes,(845) 831-0762,-73.977167,41.512411
Glen Arbor Golf Club,234 Bedford Center Rd,Bedford Hills,NY,10507-2539,Semi Private,18 Holes,(914) 241-0700,-73.68087,41.224912
Bedford Golf & Tennis Club,RR 22,Bedford,NY,10506,Private,18 Holes,(914) 234-3325,-73.657571,41.219803
Waterways Resort,5920 CR 16,Belfast,NY,14711-8787,Public,36 Holes,(585) 365-2201,-78.074572,42.296238
Bellport Country Club,20 S Country Rd,Bellport,NY,11713-2502,Municipal,18 Holes,(631) 286-7206,-72.946982,40.753157
Bemus Point Golf,72 Main St,Bemus Point,NY,14712-9306,Public,9 Holes,(716) 386-2893,-79.389023,42.157524
Grandview Farms Golf Course,400 Hartwell Rd,Berkshire,NY,13736-2623,Public,18 Holes,(607) 657-2619,-76.112012,42.318201
Island Glen Country Club,2572 Route 17-B,Bethel,NY,12720,Public,9 Holes,(845) 583-1010,-74.898319,41.68998
Willowcreek Golf Club,3069 State Route 352,Big Flats,NY,14814-8925,Public,27 Holes,(607) 562-8898,-76.938294,42.132972
Ely Park Muni Golf Course,Ridge Road Mount Prospect,Binghamton,NY,13905,Municipal,18 Holes,(607) 772-7231,-75.921089,42.11734
Vestal Hills Country Club,3096 Webb Rd,Binghamton,NY,13903,Private,18 Holes,(607) 723-7658,-75.937675,42.046162
Dimmock Hill Golf Course,638 Dimmock Hill Rd,Binghamton,NY,13905-6039,Public,18 Holes,(800) 272-5511,-75.94675,42.192148
The Bolivar Golf Club,8212 Halls Road,Bolivar,NY,14715,Public,18 Holes,(585) 928-1266,-78.205929,42.03536
Sagamore Resort and Golf Club,110 Sagamore Road,Bolton Landing,NY,12814,Public,18 Holes,(800) 358-3585,-73.64626,43.557209
Woodgate Pines Golf Club,2965 Hayes Rd W,Boonville,NY,13309-3607,Public,18 Holes,(315) 942-5442,-75.289507,43.490052
Harris Hill Golf Center,5352 Genesee St,Bowmansville,NY,14026-1035,Public,9 Holes,(716) 684-4653,-78.67998,42.943404
Brantingham Golf Club,Brantingham Rd,Brantingham,NY,13312,Public,18 Holes,(315) 348-8861,-75.289789,43.687525
Brentwood Country Club,100 Pennsylvania Ave,Brentwood,NY,11717-2351,Municipal,18 Holes,(631) 436-6060,-73.242582,40.786709
The Greens At Beaumont,9113 Brewerton Rd,Brewerton,NY,13029-9670,Public,18 Holes,(315) 699-5338,-76.13279,43.210659
Morefar Golf Course,233 Federal Hill Rd,Brewster,NY,10509-5303,Semi Private,18 Holes,(845) 279-5086,-73.542386,41.405573
Vails Grove Golf Course Inc,230 Peach Lake Rd,Brewster,NY,10509-1714,Public,9 Holes,(845) 669-5721,-73.578296,41.368828
Trump National Golf Club Westchester,339 Pine Rd,Briarcliff Manor,NY,10510-2238,Semi Private,18 Holes,(914) 944-0900,-73.836426,41.144875
Atlantic Golf Club,1040 Scuttle Hole Road,Bridgehampton,NY,11932,Private,18 Holes,(631) 537-1818,-72.3310342,40.9451799
The Bridgehampton Club,301 Ocean Road,Bridgehampton,NY,11932,Private,9 Holes,(631) 537-9875,-72.3016,40.930998
The Bridge,1180 Millstone Rd,Bridgehampton,NY,11932,Semi Private,18 Holes,(631) 537-8902,-72.3434662,40.9691278
Rogues Roost Golf & Country Club,1092 State Route 31,Bridgeport,NY,13030-9750,Public,36 Holes,(315) 633-9406,-75.922485,43.153862
Langbrook Meadows Golf and Country Club,95 Hamel Rd,Brier Hill,NY,13614,Public,18 Holes,(315) 375-6372,-75.698612,44.519574
Brockport Country Club,3739 County Line Rd,Brockport,NY,14420-9301,Public,18 Holes,(585) 638-6486,-77.996839,43.21781
Cardinal Creek Golf Club,7061 Ridge Rd W,Brockport,NY,14420-9448,Public,18 Holes,(585) 637-4302,-77.867104,43.223101
Deerfield Country Club,100 Craig Hill Dr,Brockport,NY,14420-9420,Public,36 Holes,(585) 392-8080,-77.857842,43.248495
Van Cortlandt Park Golf Course,Van Cortlandt Park S.& Bailey,Bronx,NY,10471,Municipal,18 Holes,(718) 543-4595,-73.892685,40.888899
Mosholu Golf Course,3545 Jerome Ave,Bronx,NY,10467-1044,Municipal,9 Holes,(718) 655-9164,-73.88056,40.890283
Pelham/Split Rock Golf Course,870 Shore Rd,Bronx,NY,10464-1024,Municipal,36 Holes,(800) 345-4259,-73.80855,40.8733
Siwanoy Country Club,Pondfield Road,Bronxville,NY,10708,Private,18 Holes,(914) 337-8858,-73.833674,40.94098
Dyker Beach Golf Course,7th Avenue & 86th Street,Brooklyn,NY,11228,Municipal,18 Holes,(718) 836-9722,-74.020584,40.617183
Marine Park Golf Course,2880 Flatbush Ave,Brooklyn,NY,11234-7007,Municipal,18 Holes,(718) 252-4625,-73.913922,40.600553
Highland Greens Golf Course,1055 SR 11b,Brushton,NY,12916-5111,Public,18 Holes,(518) 529-0563,-74.525057,44.767101
Delaware Park Golf Course,1 Delaware Ave,Buffalo,NY,14209-2202,Municipal,18 Holes,(716) 835-2533,-78.865418,42.929966
South Park Golf Course,2535 S Park Ave,Buffalo,NY,14218-1501,Municipal,9 Holes,(716) 825-9504,-78.824145,42.830141
Cazenovia Golf Course,1 Willink Ave,Buffalo,NY,14210-2629,Municipal,9 Holes,(716) 825-9811,-78.801295,42.845426
Oakwood Golf Course,3575 Tonawanda Creek Rd,Buffalo,NY,14228-1506,Municipal,18 Holes,(716) 689-1421,-78.733722,43.083123
Dutchaven Golf Course,3167 NY Rt 67,Buskirk,NY,12028,Public,9 Holes,(518) 753-7533,-73.455729,42.940131
Caledonia Country Club,303 Park Pl,Caledonia,NY,14423-1108,Semi Private,18 Holes,(585) 538-9956,-77.844745,42.972357
Villa Roma Resort,340 Villa Roma Rd,Callicoon,NY,12723-6816,Public,18 Holes,(800) 533-6767,-74.971124,41.760898
Baiting Hollow Club,100 Club Dr,Calverton,NY,11933-1242,Semi Private,18 Holes,(631) 369-4455,-72.745908,40.934205
Calverton Links,149 Edwards Ave,Calverton,NY,11933-1602,Public,18 Holes,(631) 369-5200,-72.749732,40.913444
Camillus Country Club,5690 Bennetts Corners Rd,Camillus,NY,13031-8616,Public,18 Holes,(315) 672-3770,-76.365916,43.048772
West Hill Country Club,2500 W Genesee Tpke,Camillus,NY,13031-9610,Public,18 Holes,(315) 672-8677,-76.337359,43.035976
Pine Grove Country Club,4050 Milton Ave,Camillus,NY,13031-1217,Public,18 Holes,(315) 672-8107,-76.284413,43.051169
Westvale Golf Course,100 Golfview Drive,Camillus,NY,13031,Public,18 Holes,(315) 487-0130,-76.273641,43.035207
Otterkill Golf & Country Club,100 Otter Rd,Campbell Hall,NY,10916-3103,Semi Private,18 Holes,(845) 427-2020,-74.226659,41.465499
Canajoharie Country Club,RR 163,Canajoharie,NY,13317,Public,18 Holes,(518) 673-8183,-74.642587,42.852182
Canandaigua Country Club,1 Fallbrook Park,Canandaigua,NY,14424-2359,Private,9 Holes,(585) 394-4370,-77.255956,42.872906
CenterPointe Country Club,2231 Brickyard Rd,Canandaigua,NY,14424-7976,Public,18 Holes,(585) 394-0346,-77.322567,42.917647
Bristol Harbour Golf Club,5410 Seneca Point Rd,Canandaigua,NY,14424-8949,Public,18 Holes,(800) 288-8248,-77.335408,42.754822
Casolwood Golf Course,4255 Perretta Rd,Canastota,NY,13032-4988,Public,18 Holes,(315) 697-9164,-75.780843,43.088077
Catatonk Golf Club Inc,71 Golf Club Rd,Candor,NY,13743-2020,Public,18 Holes,(800) 854-5018,-76.331617,42.220981
Partridge Run Golf & Country Club,70 Sullivan Dr,Canton,NY,13617-3860,Municipal,18 Holes,(315) 386-4444,-75.16813,44.613121
St Lawrence University Golf & Country Club,100 E Main St,Canton,NY,13617-1452,Public,18 Holes,(315) 386-4600,-75.150534,44.596706
The Sedgwood Golf Club,810 Golf Ridge Rd,Carmel,NY,10512-4440,Semi Private,9 Holes,(845) 225-5227,-73.747991,41.443724
Centennial Golf Club of NY,185 Simpson Rd,Carmel,NY,10512-2027,Public,54 Holes,(877) 783-5700,-73.652021,41.430281
Nick Stoner Golf Course,1803 State Highway 10,Caroga Lake,NY,12032-5317,Municipal,18 Holes,(518) 835-4220,-74.486562,43.157923
Cassadaga Lakes Golf Club,55 Frisbee Rd,Cassadaga,NY,14718-9622,Public,9 Holes,(716) 595-3003,-79.327476,42.341977
Pheasant Hollow Golf Club,2670 Phillips Rd,Castleton On Hudson,NY,12033-3714,Public,9 Holes,(518) 479-4653,-73.720629,42.56967
Evergreen Country Club,92 Schuurman Rd,Castleton On Hudson,NY,12033-3224,Public,36 Holes,(518) 477-7921,-73.698296,42.56119
Hickory Ridge Golf Course,11181 State Route 34,Cato,NY,11181,Public,9 Holes,(315) 626-2291,-76.570437,43.158192
Catskill Golf Club,27 Brooks Ln,Catskill,NY,12414-2125,Public,18 Holes,(518) 943-0302,-73.883517,42.241397
Indian Head Golf Course,Route 5 & 20,Cayuga,NY,13034,Public,9 Holes,(315) 253-6812,-76.705719,42.94009
Cazenovia Country Club,Number 9 Road,Cazenovia,NY,13035,Private,18 Holes,(315) 655-8880,-75.838232,42.904058
Cazenovia Golf Club,4519 Syracuse Rd,Cazenovia,NY,13035,Semi Private,18 Holes,(315) 655-8575,-75.88108,42.941542
Heatherwood Golf Club,303 Arrowhead Ln,Centereach,NY,11720-1350,Public,18 Holes,(631) 473-9000,-73.071572,40.903973
Gull Haven Golf Club,1 Gull Haven Drive,Central Islip,NY,11722,Municipal,9 Holes,(631) 436-6059,-73.19604,40.77462
The Club At Caughdenoy Creek,344 County Route 33,Central Square,NY,13036-2325,Public,18 Holes,(315) 676-4653,-76.210714,43.292837
Riverside Country Club,647 CR 37,Central Square,NY,13036,Public,18 Holes,(315) 676-7714,-76.155294,43.243528
The Falkirk Golf Club,206 Smith Clove Rd,Central Valley,NY,10917-3408,Public,18 Holes,(845) 928-6924,-74.106903,41.339246
Rolling Hills Golf Course,10739 Olean Rd,Chaffee,NY,10739,Public,9 Holes,(716) 496-5016,-78.490991,42.586312
North Country Golf Club,862 Hayford Rd,Champlain,NY,12919-6415,Public,18 Holes,(518) 297-5814,-73.394855,44.98912
Bay Breeze Golf Links,11390 Cheever Rd,Chaumont,NY,11390,Public,18 Holes,(315) 649-4653,-76.141584,44.085848
Cedar View Golf Course,462 State Hwy 37 C,Chaumont,NY,13622,Public,18 Holes,(315) 764-9104,-76.128082,44.086391
Chautauqua Golf Club,4731 West Lake Rd,Chautauqua,NY,14722,Public,36 Holes,(716) 357-6211,-79.468564,42.206675
Diamond Hawk Golf Course,255 Sonwil Dr,Cheektowaga,NY,14225-5517,Public,18 Holes,(716) 651-0700,-78.714672,42.92841
Chenango Commons Golf Course,1 Kattelville Rd,Chenango Bridge,NY,13745,Public,9 Holes,(607) 648-2380,-75.874271,42.168345
Chenango Valley State Park Golf Course,153 State Park Rd,Chenango Forks,NY,13746-9541,Municipal,18 Holes,(607) 648-9804,-75.826158,42.21542
Green Mansions Golf Club,207 Darrowsville Rd,Chestertown,NY,12817-4308,Public,9 Holes,(518) 494-7222,-73.801232,43.606489
Skyridge Golf Course,1281 Salt Springs Road,Chittenango,NY,13037-9702,Public,9 Holes,(315) 687-6900,-75.905233,43.039998
Woodcrest Golf Club,6200 Cheese Factory Rd,Chittenango,NY,13104-8760,Public,18 Holes,(315) 687-3086,-75.898314,43.023794
Churchville Park Golf Course,623 Kendall Rd,Churchville,NY,14428-9371,Municipal,54 Holes,(585) 293-0680,-77.896456,43.114327
Mill Creek Golf Club,128 Cedars Ave,Churchville,NY,14428-9510,Public,27 Holes,(585) 889-4110,-77.833004,43.035252
Lake Shore Yacht & Country Club,6777 Lakeshore Rd,Cicero,NY,13039-9702,Semi Private,18 Holes,(315) 699-2798,-76.05592,43.198978
Northern Pines Golf Club,RR 31,Cicero,NY,13039,Public,18 Holes,(315) 699-2939,-76.090389,43.176745
Knickerbocker Country Club,5471 Telephone Rd,Cincinnatus,NY,13040-3121,Public,18 Holes,(607) 863-3800,-75.913517,42.550757
Greenwood Golf Course,8499 Northfield Rd,Clarence Center,NY,14032-9117,Public,9 Holes,(716) 741-3395,-78.66665,43.079687
Brookfield Country Club,5120 Shimerville Rd,Clarence,NY,14031-1428,Private,18 Holes,(716) 632-2500,-78.662193,42.985909
Pine Meadows Greens Inc,9820 Greiner Rd,Clarence,NY,14031-1236,Public,9 Holes,(716) 741-3970,-78.623748,42.989583
Columbia Golf & Country Club,RR 217,Claverack,NY,12513,Private,18 Holes,(518) 851-9894,-73.717766,42.224821
C Way Golf Club,37093 Nys Route 12,Clayton,NY,37093,Public,18 Holes,(315) 686-4562,-76.075038,44.204046
L A  Golf Club Inc,39711 State Route 180,Clayton,NY,39711,Public,9 Holes,(315) 686-3748,-75.983346,44.241489
Clayton Country Club,105 Outer State St,Clayton,NY,13624-4242,Public,9 Holes,(315) 686-4242,-76.071341,44.239633
Cedar Lake Club,382 Rider Rd,Clayville,NY,13322-2430,Private,18 Holes,(315) 839-5838,-75.184067,42.957445
North Shore Golf Course,8062 Maple Flats Rd,Cleveland,NY,13042-2160,Public,18 Holes,(315) 675-8101,-75.871285,43.250508
Eagle Crest Golf Club,1004 Route 146a,Clifton Park,NY,12065-1550,Public,18 Holes,(518) 877-7082,-73.853083,42.893061
Clifton Knolls Executive Golf Course,Barney Road,Clifton Park,NY,12065,Public,9 Holes,(518) 373-1435,-73.795529,42.847185
Van Patten Golf Club,924 Main St,Clifton Park,NY,12065-1004,Public,54 Holes,(518) 877-5400,-73.819419,42.901308
Clifton Springs Country Club,2721 Townline Road,Clifton Springs,NY,14432,Private,18 Holes,(315) 462-9885,-77.138685,42.944926
Skenandoa Club Of Clinton,7105 Norton Avenue,Clinton,NY,13323,Private,18 Holes,(315) 853-6612,-75.416756,43.070455
Hamilton College Golf Course,198 College Hill Rd,Clinton,NY,13323-1218,Semi Private,9 Holes,(315) 859-4011,-75.40458,43.050454
Birdies Eagles & Ducks Golf Course,151 Kirkland Ave,Clinton,NY,13323-1422,Public,9 Holes,(315) 853-4661,-75.375512,43.073869
Cobleskill Golf & Country Club,RR 7,Cobleskill,NY,12043,Public,18 Holes,(518) 234-4045,-74.465109,42.685245
Van Schaick Island Country Club,201 Continental Ave,Cohoes,NY,12047-3742,Private,9 Holes,(518) 237-6127,-73.688296,42.7675
Cold Spring Country Club,East Gate Drive,Cold Spring Harbor,NY,11724,Private,18 Holes,(631) 692-6550,-73.451248,40.86645
Holland Hills Country Club,10438 Holland Glenwood Rd,Colden,NY,10438,Public,18 Holes,(716) 537-2345,-78.605179,42.627793
Gowanda Country Club,2623 Brown St,Collins,NY,14034-9782,Private,18 Holes,(716) 337-2100,-78.904327,42.517894
Hamlet Golf & Country Club,1 Clubhouse Dr,Commack,NY,11725-4430,Semi Private,18 Holes,(631) 864-9048,-73.30019,40.824603
Conesus Golf Club,1 Pine Alley,Conesus,NY,14435,Public,18 Holes,(585) 346-2100,-77.676729,42.719081
Rockland Lake Golf Course,Rockland Lake State Park Rout 9W,Congers,NY,10920,Municipal,36 Holes,(845) 268-6250,-73.945353,41.17416
Conklin Players Club,1520 Conklin Rd,Conklin,NY,13748-1745,Public,18 Holes,(607) 775-3042,-75.799637,42.024616
Leatherstocking Golf Course,60 Lake St,Cooperstown,NY,13326-1042,Public,18 Holes,(800) 348-6222,-74.926516,42.70364
Undermountain Golf Course,274 Under Mountain Rd,Copake,NY,12516-1708,Public,9 Holes,(518) 329-4444,-73.514403,42.060154
Carlowden Country Club,4105 Carlowden Road,Copenhagen,NY,13619-2103,Public,18 Holes,(315) 493-0624,-75.588014,43.901248
Bretton Woods Country Club,1027 Clubhouse Ct,Coram,NY,11727-3600,Private,9 Holes,(631) 698-4861,-73.009556,40.862015
Pine Ridge Golf Club,2 Golf Course Dr,Coram,NY,11727-5170,Public,18 Holes,(631) 331-7930,-73.00279,40.88969
Corning Country Club,2501 Country Club Dr,Corning,NY,14830-3694,Private,18 Holes,(607) 936-3392,-77.011738,42.122366
Storm King Golf Club,18 Ridge Road,Cornwall,NY,12518,Private,18 Holes,(845) 534-3844,-74.027792,41.431084
Cortland Country Club,West Road,Cortland,NY,13045,Private,18 Holes,(607) 753-8811,-76.196249,42.610352
Elm Tree Golf Course,283 State Route 13,Cortland,NY,13045-9303,Public,18 Holes,(607) 753-1341,-76.25693,42.544585
Walden Oaks Country Club,3369 Walden Oaks Blvd,Cortland,NY,13045-8875,Public,18 Holes,(607) 753-9452,-76.208327,42.570087
Willowbrook Golf Club,RR 215,Cortland,NY,13045,Public,27 Holes,(607) 756-7382,-76.187252,42.584933
Hollow Brook Golf Course,1060 Oregon Rd,Cortlandt Manor,NY,10567-1123,Semi Private,18 Holes,(914) 734-1500,-73.89213,41.319281
Ironwood Golf Course,1964 Folsomdale Rd,Cowlesville,NY,14037-9713,Public,18 Holes,(585) 805-0350,-78.442117,42.781337
Copake Country Club,44 Golf Course Rd,Craryville,NY,12521-5513,Public,18 Holes,(518) 325-4338,-73.60141,42.15239
Hudson National Golf Club,40 Arrowcrest Dr,Croton On Hudson,NY,10520-1548,Private,18 Holes,(914) 271-7600,-73.903377,41.22065
Water Way Hills Golf Course,3067 Creek Rd,Cuba,NY,14727-9420,Public,18 Holes,(716) 372-9144,-78.344245,42.133872
Allegany Hills Golf Course,9622 Hardys Corners Rd,Cuba,NY,14727-9254,Public,18 Holes,(585) 437-2163,-78.288168,42.364281
North Fork Country Club,26342 Main Rd,Cutchogue,NY,26342,Private,18 Holes,(631) 734-7139,-72.489514,41.007178
Cedars Golf Club,Cases Lane,Cutchogue,NY,11935,Public,9 Holes,(631) 734-6363,-72.491477,41.005621
Brae Burn,60 Red Jacket St,Dansville,NY,14437-1758,Public,18 Holes,(585) 335-8840,-77.695626,42.553319
Chestnut Hill Country Club,1330 Broadway,Darien Center,NY,14040-9705,Public,18 Holes,(585) 547-9699,-78.391874,42.901048
Apple Creek Country Club,1230 Mariposa Rd,De Ruyter,NY,13052-6750,Public,9 Holes,(315) 852-6466,-75.813396,42.719593
SUNY Delhi College Golf Course,85 Scotch Mountain Road,Delhi,NY,13753,Public,18 Holes,(607) 746-4653,-74.929232,42.253253
Normanside Country Club,150 Salisbury Rd,Delmar,NY,12054-1219,Private,18 Holes,(518) 475-9445,-73.819292,42.63633
Delphi Falls Golf Course,2127 Oran Delphi Road,Delphi Falls,NY,13051,Semi Private,18 Holes,(315) 662-3611,-75.913747,42.877713
Scotts Golf Courses,Golf Course Road,Deposit,NY,13754,Public,18 Holes,(607) 467-3094,-75.452043,42.020799
Chautaugua Point Golf Club,5695 RR 430,Dewittville,NY,14728,Public,9 Holes,(716) 753-7271,-79.46184,42.246059
Rustic Golf & Country Club Inc,16541 County Route #59,Dexter,NY,16541,Public,9 Holes,(315) 639-6800,-76.100232,43.997829
Dix Hills Park Golf Course,575 Vanderbilt Pkwy,Dix Hills,NY,11746-5435,Municipal,9 Holes,(631) 499-8005,-73.327942,40.815565
Dix Hills Country Club,527 Half Hollow Rd,Dix Hills,NY,11746-5828,Public,18 Holes,(631) 271-4788,-73.355232,40.795529
Dryden Lake Golf Club,430 Lake Rd,Dryden,NY,13053-9745,Public,9 Holes,(607) 844-8300,-76.264559,42.464654
Briar Creek Golf Course,2347 Pangburn Rd,Duanesburg,NY,12056-4013,Public,18 Holes,(518) 355-6145,-74.034528,42.767155
Shorewood Country Club,West Lake Road,Dunkirk,NY,14048,Private,18 Holes,(716) 366-5197,-79.38601,42.462141
Foster Ponds Golf Course,3387 Foster Corners Rd,Durhamville,NY,13054-4114,Public,18 Holes,(315) 363-9879,-75.662387,43.12965
Transit Valley Country Club,8920 Transit Rd,East Amherst,NY,14051-1804,Private,18 Holes,(716) 688-5500,-78.697064,43.012185
Glen Oak Golf Course,711 Smith Rd,East Amherst,NY,14051-1102,Public,18 Holes,(716) 688-5454,-78.713799,43.051227
Crag Burn Golf Club,1231 N Davis Rd,East Aurora,NY,14052-9458,Private,18 Holes,(716) 655-0000,-78.675209,42.791652
East Aurora Country Club,300 Girdle Rd,East Aurora,NY,14052-1225,Semi Private,18 Holes,(716) 652-6800,-78.604712,42.783524
Bethany Hills Golf Course,11191 Molasses Hill Rd,East Bethany,NY,11191,Public,18 Holes,(585) 591-2763,-78.191265,42.871775
Concord Crest Golf Course,9255 Genesee Rd,East Concord,NY,14055-9765,Public,18 Holes,(716) 592-7636,-78.650558,42.552222
Maidstone Club,50 Old Beach Lane,East Hampton,NY,11937,Private,36 Holes,(631) 324-5530,-72.173956,40.95404
East Hampton Golf Club,281 Abrahams Path,East Hampton,NY,11937-4828,Semi Private,18 Holes,(631) 267-2100,-72.161934,40.986788
Eisenhower Park Golf Course,Eisenhower Park,East Meadow,NY,11554,Municipal,54 Holes,(516) 572-0348,-73.573452,40.733138
Pine Hollow Country Club,Route 25A  Northern Boulevard,East Norwich,NY,11732,Private,18 Holes,(516) 922-0300,-73.569297,40.831057
Muttontown Golf & Country Club,Route 25-A,East Norwich,NY,11732,Private,18 Holes,(516) 922-7500,-73.539644,40.841735
Bay Park Golf Course,First Avenue Bay Park,East Rockaway,NY,11518,Municipal,9 Holes,(516) 571-7242,-73.66629,40.62969
St George's Golf & Country Club,134 Lower Sheep Pasture Rd,East Setauket,NY,11733-1237,Private,18 Holes,(631) 751-0585,-73.110925,40.920795
Arrowhead Golf Course Inc.,7185 E Taft Rd,East Syracuse,NY,13057-9619,Public,36 Holes,(315) 656-7563,-76.025109,43.12276
The Links at Erie Village,5904 N Burdick St,East Syracuse,NY,13057-9560,Public,18 Holes,(315) 656-4653,-76.021598,43.057252
Wa Noa Golf Club,6920 Minoa Bridgeport Rd,East Syracuse,NY,13057-9428,Public,18 Holes,(315) 656-8213,-76.002476,43.105646
Wheatley Hills Golf Club,147 E Williston Ave,East Williston,NY,11596-2561,Private,18 Holes,(516) 747-7358,-73.628356,40.759494
Lake Isle Town Park,660 White Plains Rd,Eastchester,NY,10709-5511,Municipal,18 Holes,(914) 961-3453,-73.807939,40.968022
Leewood Golf Club,1 Leewood Dr,Eastchester,NY,10709-5421,Private,18 Holes,(914) 793-5821,-73.815635,40.96883
Eden Valley Golf Course,10401 Sisson Hwy (route 75),Eden,NY,10401,Public,18 Holes,(716) 337-2190,-78.841691,42.599256
Heartland Golf Park,1200 Long Island Ave,Edgewood,NY,11717-8304,Public,9 Holes,(631) 667-7400,-73.29094,40.771738
Millstone Golf Course,354 Route 5 West,Elbridge,NY,13060,Public,18 Holes,(315) 689-3600,-76.474429,43.02891
Cobble Hill Golf Course,RR 9,Elizabethtown,NY,12932,Municipal,9 Holes,(518) 873-6555,-73.599559,44.21195
Nevele Grande Country Club,1 Nevele Rd,Ellenville,NY,12428-2101,Public,18 Holes,(800) 647-6000,-74.402836,41.698557
Shawangunk Country Club,38 Country Club Rd,Ellenville,NY,12428-7101,Public,9 Holes,(845) 647-6090,-74.402794,41.70984
Fallsview Golf Course At Honor's Haven,1195 Arrowhead Rd,Ellenville,NY,12428-2174,Public,9 Holes,(866) 345-6028,-74.402583,41.699246
Holiday Valley Resort,6557 Holiday Valley Road,Ellicottville,NY,14731,Public,18 Holes,(716) 699-2345,-78.668734,42.262797
Elma Meadows Golf Club,1711 Girdle Rd,Elma,NY,14059-9267,Municipal,18 Holes,(716) 652-5475,-78.605757,42.821874
Mark Twain Golf Course,2275 Corning Rd,Elmira Heights,NY,14903-1031,Municipal,18 Holes,(607) 737-5770,-76.827168,42.134743
Elmira Country Club,1538 W Church St,Elmira,NY,14905-1908,Private,18 Holes,(607) 734-6251,-76.849276,42.080542
Knollwood Country Club,200 Knollwood Road Ext,Elmsford,NY,10523-2803,Private,18 Holes,(914) 592-6182,-73.804022,41.052152
En Joie Golf Course,722 W Main St,Endicott,NY,13760-4536,Municipal,18 Holes,(888) 436-5643,-76.080308,42.092203
Binghamton Country Club,1401 Robinson Hill Rd,Endwell,NY,13760-2505,Private,18 Holes,(607) 797-2339,-76.006182,42.12268
Endwell Greens Golf Club,3675 Sally Piper Rd,Endwell,NY,13760-1115,Public,18 Holes,(877) 281-6863,-76.015822,42.146636
Island Valley Golf Course,1208 Fairport Rd,Fairport,NY,14450-1236,Public,9 Holes,(585) 586-1304,-77.467405,43.102349
The Lodge At Woodcliff,199 Woodcliff Dr,Fairport,NY,14450-4204,Public,9 Holes,(800) 365-3065,-77.455801,43.045294
Eagle Vale Golf Course Inc,4344 Nine Mile Point Rd,Fairport,NY,14450-8505,Public,18 Holes,(585) 377-5200,-77.441427,43.118741
Perinton Golf & Country Club,1344 Macedon Center Rd,Fairport,NY,14450-9127,Public,18 Holes,(585) 223-7651,-77.375828,43.095004
Breezewood Golf Links,4341 Dean School Rd,Falconer,NY,14733,Public,18 Holes,(716) 287-2138,-79.162502,42.18995
Bethpage State Park Golf Course,99 Quaker Meeting House Rd,Farmingdale,NY,11735-1847,Municipal,90 Holes,(516) 249-0701,-73.455773,40.741778
Colonial Springs Golf Course,1 Long Island Ave,Farmingdale,NY,11735-1533,Semi Private,36 Holes,(631) 643-0051,-73.393645,40.746442
Onondaga Golf & Country Club,7003 E Genesee St,Fayetteville,NY,13066,Semi Private,18 Holes,(315) 446-1630,-76.040776,43.028395
Lyndon Golf Course,7054 E Genesee St,Fayetteville,NY,13066-1123,Public,18 Holes,(315) 446-1885,-76.036202,43.028331
