Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Median Value,Median Household Income (In 2022 Inflation Adjusted Dollars),Total Population,Housing Units,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Median Gross Rent,Occupied Housing Units,Occupied Housing Units: Built 2020 or Later,Occupied Housing Units: Built 2010 to 2019,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Year Structure Built,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Vacant Housing Units:,Vacant Housing Units: For Rent,Vacant Housing Units: For Sale Only,Vacant Housing Units: Other Vacant
ACSSF,HI,150,0,15,3,7702,1,1500000US150030077021,"Block Group 1, Census Tract 77.02, Honolulu County, Hawaii",,,1.50E+11,491986,0,15,"Block Group 1, Census Tract 77.02, Honolulu County, Hawaii",954100,163269,1036,355,0.189956859,0.189956859,0,3501,280,0,9,0,0,22,41,111,97,0,0,1966,280,209,71,75,0,0,75
ACSSF,HI,150,0,15,3,7702,2,1500000US150030077022,"Block Group 2, Census Tract 77.02, Honolulu County, Hawaii",,,1.50E+11,509133,0,15,"Block Group 2, Census Tract 77.02, Honolulu County, Hawaii",1059500,135455,1293,496,0.196577355,0.196577355,0,,434,0,26,9,98,50,13,55,173,10,0,1967,434,400,34,62,0,0,62
ACSSF,HI,150,0,15,3,7702,3,1500000US150030077023,"Block Group 3, Census Tract 77.02, Honolulu County, Hawaii",,,1.50E+11,4007804,0,15,"Block Group 3, Census Tract 77.02, Honolulu County, Hawaii",946300,157782,1738,541,1.547421813,1.547421813,0,3501,541,0,37,20,78,0,53,132,121,72,28,1964,541,436,105,0,0,0,0
ACSSF,HI,150,0,15,3,7702,4,1500000US150030077024,"Block Group 4, Census Tract 77.02, Honolulu County, Hawaii",,,1.50E+11,1212612,0,15,"Block Group 4, Census Tract 77.02, Honolulu County, Hawaii",1078500,99705,1425,537,0.46819213,0.46819213,0,1607,509,0,11,0,20,21,129,250,54,24,0,1967,509,373,136,28,0,0,28
ACSSF,HI,150,0,15,3,7804,1,1500000US150030078041,"Block Group 1, Census Tract 78.04, Honolulu County, Hawaii",,,1.50E+11,250836,0,15,"Block Group 1, Census Tract 78.04, Honolulu County, Hawaii",837500,124167,1134,330,0.096848324,0.096848324,0,3250,308,0,19,7,6,0,15,47,214,0,0,1958,308,291,17,22,6,0,16
ACSSF,HI,150,0,15,3,7804,2,1500000US150030078042,"Block Group 2, Census Tract 78.04, Honolulu County, Hawaii",,,1.50E+11,208401,0,15,"Block Group 2, Census Tract 78.04, Honolulu County, Hawaii",833600,170365,1040,303,0.08046408,0.08046408,0,2795,303,0,6,3,0,13,161,120,0,0,0,1972,303,237,66,0,0,0,0
ACSSF,HI,150,0,15,3,7807,1,1500000US150030078071,"Block Group 1, Census Tract 78.07, Honolulu County, Hawaii",,,1.50E+11,32223,0,15,"Block Group 1, Census Tract 78.07, Honolulu County, Hawaii",606400,83594,1110,582,0.012441371,0.012441371,0,2095,555,0,0,15,82,288,154,0,0,16,0,1984,555,375,180,27,0,0,27
ACSSF,HI,150,0,15,3,7807,2,1500000US150030078072,"Block Group 2, Census Tract 78.07, Honolulu County, Hawaii",,,1.50E+11,36177,0,15,"Block Group 2, Census Tract 78.07, Honolulu County, Hawaii",350500,80638,670,451,0.013968019,0.013968019,0,1802,451,0,0,0,0,108,287,56,0,0,0,1976,451,188,263,0,0,0,0
ACSSF,HI,150,0,15,3,7807,3,1500000US150030078073,"Block Group 3, Census Tract 78.07, Honolulu County, Hawaii",,,1.50E+11,43206,0,15,"Block Group 3, Census Tract 78.07, Honolulu County, Hawaii",418800,76094,967,592,0.01668193,0.01668193,0,1745,555,0,0,0,0,300,255,0,0,0,0,1981,555,312,243,37,0,0,37
ACSSF,HI,150,0,15,3,7807,4,1500000US150030078074,"Block Group 4, Census Tract 78.07, Honolulu County, Hawaii",,,1.50E+11,136253,0,15,"Block Group 4, Census Tract 78.07, Honolulu County, Hawaii",394300,78472,942,657,0.052607581,0.052607581,0,1845,615,0,30,0,53,129,340,42,0,0,21,1977,615,390,225,42,0,0,42
ACSSF,HI,150,0,15,3,7807,5,1500000US150030078075,"Block Group 5, Census Tract 78.07, Honolulu County, Hawaii",,,1.50E+11,110174,0,15,"Block Group 5, Census Tract 78.07, Honolulu County, Hawaii",459400,104423,1645,661,0.042538419,0.042538419,0,2027,620,0,0,0,52,74,448,30,16,0,0,1976,620,322,298,41,0,0,41
ACSSF,HI,150,0,15,3,7808,1,1500000US150030078081,"Block Group 1, Census Tract 78.08, Honolulu County, Hawaii",,,1.50E+11,523043,824634,15,"Block Group 1, Census Tract 78.08, Honolulu County, Hawaii",935900,82775,1545,430,0.520341039,0.201948047,0.318392992,1568,423,0,8,0,0,0,59,115,241,0,0,1959,423,210,213,7,0,0,7
ACSSF,HI,150,0,15,3,7808,2,1500000US150030078082,"Block Group 2, Census Tract 78.08, Honolulu County, Hawaii",,,1.50E+11,71184,0,15,"Block Group 2, Census Tract 78.08, Honolulu County, Hawaii",442600,62399,1344,433,0.027484298,0.027484298,0,1358,405,0,0,0,9,0,42,203,88,63,0,1963,405,111,294,28,0,0,28
ACSSF,HI,150,0,15,3,7808,3,1500000US150030078083,"Block Group 3, Census Tract 78.08, Honolulu County, Hawaii",,,1.50E+11,507523,0,15,"Block Group 3, Census Tract 78.08, Honolulu County, Hawaii",468100,65950,638,301,0.195955738,0.195955738,0,2022,301,0,0,0,96,135,0,54,16,0,0,1986,301,194,107,0,0,0,0
ACSSF,HI,150,0,15,3,7809,1,1500000US150030078091,"Block Group 1, Census Tract 78.09, Honolulu County, Hawaii",,,1.50E+11,672509,0,15,"Block Group 1, Census Tract 78.09, Honolulu County, Hawaii",1284900,204097,1017,415,0.259657174,0.259657174,0,,415,0,0,0,9,357,30,0,19,0,0,1984,415,415,0,0,0,0,0
ACSSF,HI,150,0,15,3,7809,2,1500000US150030078092,"Block Group 2, Census Tract 78.09, Honolulu County, Hawaii",,,1.50E+11,373360,0,15,"Block Group 2, Census Tract 78.09, Honolulu County, Hawaii",792300,119219,1855,641,0.144155115,0.144155115,0,2646,641,0,0,10,15,309,298,0,9,0,0,1980,641,464,177,0,0,0,0
ACSSF,HI,150,0,15,3,7809,3,1500000US150030078093,"Block Group 3, Census Tract 78.09, Honolulu County, Hawaii",,,1.50E+11,1416231,0,15,"Block Group 3, Census Tract 78.09, Honolulu County, Hawaii",1189700,250001,1039,257,0.546809852,0.546809852,0,3404,257,0,0,10,0,169,38,30,0,0,10,1983,257,166,91,0,0,0,0
ACSSF,HI,150,0,15,3,7812,1,1500000US150030078121,"Block Group 1, Census Tract 78.12, Honolulu County, Hawaii",,,1.50E+11,504359,0,15,"Block Group 1, Census Tract 78.12, Honolulu County, Hawaii",597200,102500,600,299,0.194734111,0.194734111,0,2667,276,0,0,0,6,8,225,32,5,0,0,1975,276,228,48,23,0,23,0
ACSSF,HI,150,0,15,3,7812,2,1500000US150030078122,"Block Group 2, Census Tract 78.12, Honolulu County, Hawaii",,,1.50E+11,233678,0,15,"Block Group 2, Census Tract 78.12, Honolulu County, Hawaii",467900,97725,1626,541,0.090223581,0.090223581,0,2278,541,0,0,0,7,201,306,27,0,0,0,1978,541,320,221,0,0,0,0
ACSSF,HI,150,0,15,3,7813,1,1500000US150030078131,"Block Group 1, Census Tract 78.13, Honolulu County, Hawaii",,,1.50E+11,202415,0,15,"Block Group 1, Census Tract 78.13, Honolulu County, Hawaii",666300,139844,1572,349,0.078152873,0.078152873,0,2474,349,0,0,0,0,30,288,31,0,0,0,,349,293,56,0,0,0,0
ACSSF,HI,150,0,15,3,7813,2,1500000US150030078132,"Block Group 2, Census Tract 78.13, Honolulu County, Hawaii",,,1.50E+11,87561,0,15,"Block Group 2, Census Tract 78.13, Honolulu County, Hawaii",444500,96852,1041,370,0.033807494,0.033807494,0,1846,370,0,0,27,0,94,241,8,0,0,0,1977,370,298,72,0,0,0,0
ACSSF,HI,150,0,15,3,7813,3,1500000US150030078133,"Block Group 3, Census Tract 78.13, Honolulu County, Hawaii",,,1.50E+11,237748,0,15,"Block Group 3, Census Tract 78.13, Honolulu County, Hawaii",931100,166000,769,202,0.09179502,0.09179502,0,,202,0,0,0,5,0,154,22,21,0,0,1974,202,202,0,0,0,0,0
ACSSF,HI,150,0,15,3,7814,1,1500000US150030078141,"Block Group 1, Census Tract 78.14, Honolulu County, Hawaii",,,1.50E+11,1050433,0,15,"Block Group 1, Census Tract 78.14, Honolulu County, Hawaii",1030800,162105,2491,862,0.405574471,0.405574471,0,3206,818,0,9,0,0,110,638,47,14,0,0,1975,818,754,64,44,0,0,44
ACSSF,HI,150,0,15,3,7814,2,1500000US150030078142,"Block Group 2, Census Tract 78.14, Honolulu County, Hawaii",,,1.50E+11,463104,0,15,"Block Group 2, Census Tract 78.14, Honolulu County, Hawaii",1084100,173750,1038,345,0.178805456,0.178805456,0,3501,345,0,0,0,0,51,286,0,8,0,0,1976,345,319,26,0,0,0,0
ACSSF,HI,150,0,15,3,7815,1,1500000US150030078151,"Block Group 1, Census Tract 78.15, Honolulu County, Hawaii",,,1.50E+11,19911213,0,15,"Block Group 1, Census Tract 78.15, Honolulu County, Hawaii",822000,149472,2118,794,7.68776226,7.68776226,0,3501,746,0,10,6,121,470,131,0,8,0,0,1985,746,620,126,48,24,0,24
ACSSF,HI,150,0,15,3,7816,1,1500000US150030078161,"Block Group 1, Census Tract 78.16, Honolulu County, Hawaii",,,1.50E+11,9571993,0,15,"Block Group 1, Census Tract 78.16, Honolulu County, Hawaii",1187500,193182,308,174,3.695767403,3.695767403,0,,146,0,0,0,6,0,87,44,0,0,9,1974,146,129,17,28,0,0,28
ACSSF,HI,150,0,15,3,7816,2,1500000US150030078162,"Block Group 2, Census Tract 78.16, Honolulu County, Hawaii",,,1.50E+11,284753,0,15,"Block Group 2, Census Tract 78.16, Honolulu County, Hawaii",788000,147866,991,367,0.109943755,0.109943755,0,,341,0,0,0,9,30,278,24,0,0,0,1975,341,303,38,26,0,0,26
ACSSF,HI,150,0,15,3,7816,3,1500000US150030078163,"Block Group 3, Census Tract 78.16, Honolulu County, Hawaii",,,1.50E+11,1311433,0,15,"Block Group 3, Census Tract 78.16, Honolulu County, Hawaii",571700,96500,2157,907,0.50634712,0.50634712,0,2637,860,0,0,0,15,0,703,54,77,11,0,1974,860,725,135,47,0,47,0
ACSSF,HI,150,0,15,3,7817,1,1500000US150030078171,"Block Group 1, Census Tract 78.17, Honolulu County, Hawaii",,,1.50E+11,258252,0,15,"Block Group 1, Census Tract 78.17, Honolulu County, Hawaii",819400,121500,960,304,0.099711657,0.099711657,0,2170,304,0,18,6,24,65,14,39,130,8,0,1964,304,229,75,0,0,0,0
ACSSF,HI,150,0,15,3,7817,2,1500000US150030078172,"Block Group 2, Census Tract 78.17, Honolulu County, Hawaii",,,1.50E+11,502893,0,15,"Block Group 2, Census Tract 78.17, Honolulu County, Hawaii",1076300,202750,655,189,0.194168076,0.194168076,0,,189,0,0,0,0,8,150,20,0,5,6,1974,189,176,13,0,0,0,0
ACSSF,HI,150,0,15,3,8001,1,1500000US150030080011,"Block Group 1, Census Tract 80.01, Honolulu County, Hawaii",,,1.50E+11,637017,819898,15,"Block Group 1, Census Tract 80.01, Honolulu County, Hawaii",910100,41424,2218,763,0.56251806,0.245953649,0.316564411,1025,719,0,183,36,186,78,78,25,63,20,50,1993,719,159,560,44,15,0,29
ACSSF,HI,150,0,15,3,8001,2,1500000US150030080012,"Block Group 2, Census Tract 80.01, Honolulu County, Hawaii",,,1.50E+11,470708,0,15,"Block Group 2, Census Tract 80.01, Honolulu County, Hawaii",368300,108958,655,225,0.181741387,0.181741387,0,1740,205,0,0,0,0,12,129,18,10,21,15,1973,205,110,95,20,0,0,20
ACSSF,HI,150,0,15,3,8002,1,1500000US150030080021,"Block Group 1, Census Tract 80.02, Honolulu County, Hawaii",,,1.50E+11,962048,0,15,"Block Group 1, Census Tract 80.02, Honolulu County, Hawaii",826700,121538,1924,454,0.371448815,0.371448815,0,1788,448,0,15,0,15,15,59,114,213,17,0,1960,448,307,141,6,0,0,6
ACSSF,HI,150,0,15,3,8002,2,1500000US150030080022,"Block Group 2, Census Tract 80.02, Honolulu County, Hawaii",,,1.50E+11,284608,0,15,"Block Group 2, Census Tract 80.02, Honolulu County, Hawaii",850800,95417,1168,339,0.109887771,0.109887771,0,1750,339,0,0,16,0,5,10,25,282,0,1,1956,339,295,44,0,0,0,0
ACSSF,HI,150,0,15,3,8005,1,1500000US150030080051,"Block Group 1, Census Tract 80.05, Honolulu County, Hawaii",,,1.50E+11,1256532,0,15,"Block Group 1, Census Tract 80.05, Honolulu County, Hawaii",814500,120713,2501,875,0.485149741,0.485149741,0,2833,835,13,0,0,0,7,25,733,57,0,0,1965,835,727,108,40,0,15,25
ACSSF,HI,150,0,15,3,8005,2,1500000US150030080052,"Block Group 2, Census Tract 80.05, Honolulu County, Hawaii",,,1.50E+11,685522,0,15,"Block Group 2, Census Tract 80.05, Honolulu County, Hawaii",811100,120250,1229,535,0.264681548,0.264681548,0,3141,475,0,0,0,90,0,11,374,0,0,0,1967,475,366,109,60,0,44,16
ACSSF,HI,150,0,15,3,8005,3,1500000US150030080053,"Block Group 3, Census Tract 80.05, Honolulu County, Hawaii",,,1.50E+11,268031,0,15,"Block Group 3, Census Tract 80.05, Honolulu County, Hawaii",814000,96131,665,302,0.10348735,0.10348735,0,,302,0,0,0,0,111,13,178,0,0,0,1968,302,302,0,0,0,0,0
ACSSF,HI,150,0,15,3,8005,4,1500000US150030080054,"Block Group 4, Census Tract 80.05, Honolulu County, Hawaii",,,1.50E+11,11027446,0,15,"Block Group 4, Census Tract 80.05, Honolulu County, Hawaii",870900,160278,1872,520,4.257720947,4.257720947,0,,520,0,0,0,0,0,51,446,23,0,0,1965,520,489,31,0,0,0,0
ACSSF,HI,150,0,15,3,8008,1,1500000US150030080081,"Block Group 1, Census Tract 80.08, Honolulu County, Hawaii",,,1.50E+11,179030,0,15,"Block Group 1, Census Tract 80.08, Honolulu County, Hawaii",961700,132917,1048,285,0.069123872,0.069123872,0,2237,258,0,0,0,6,41,85,121,0,0,5,1969,258,111,147,27,0,0,27
ACSSF,HI,150,0,15,3,8008,2,1500000US150030080082,"Block Group 2, Census Tract 80.08, Honolulu County, Hawaii",,,1.50E+11,308881,0,15,"Block Group 2, Census Tract 80.08, Honolulu County, Hawaii",,83068,687,223,0.119259626,0.119259626,0,3501,220,0,86,98,25,5,0,0,0,0,6,2007,220,0,220,3,3,0,0
ACSSF,HI,150,0,15,3,8009,1,1500000US150030080091,"Block Group 1, Census Tract 80.09, Honolulu County, Hawaii",,,1.50E+11,170170,0,15,"Block Group 1, Census Tract 80.09, Honolulu County, Hawaii",835000,56991,1050,409,0.065703005,0.065703005,0,692,409,0,46,0,12,211,129,11,0,0,0,1983,409,136,273,0,0,0,0
ACSSF,HI,150,0,15,3,8009,2,1500000US150030080092,"Block Group 2, Census Tract 80.09, Honolulu County, Hawaii",,,1.50E+11,817639,0,15,"Block Group 2, Census Tract 80.09, Honolulu County, Hawaii",366600,62037,2052,959,0.315692186,0.315692186,0,1519,864,0,55,24,16,399,230,140,0,0,0,1982,864,475,389,95,11,60,24
ACSSF,HI,150,0,15,3,8010,1,1500000US150030080101,"Block Group 1, Census Tract 80.10, Honolulu County, Hawaii",,,1.50E+11,222274,0,15,"Block Group 1, Census Tract 80.10, Honolulu County, Hawaii",878600,81667,732,283,0.085820474,0.085820474,0,1881,258,0,6,7,9,0,17,87,132,0,0,1959,258,205,53,25,25,0,0
ACSSF,HI,150,0,15,3,8010,2,1500000US150030080102,"Block Group 2, Census Tract 80.10, Honolulu County, Hawaii",,,1.50E+11,291742,0,15,"Block Group 2, Census Tract 80.10, Honolulu County, Hawaii",834400,142054,1788,415,0.112642221,0.112642221,0,,415,0,0,3,14,0,163,220,15,0,0,1969,415,403,12,0,0,0,0
ACSSF,HI,150,0,15,3,8011,1,1500000US150030080111,"Block Group 1, Census Tract 80.11, Honolulu County, Hawaii",,,1.50E+11,1538057,0,15,"Block Group 1, Census Tract 80.11, Honolulu County, Hawaii",936900,115521,2670,795,0.593847156,0.593847156,0,1581,795,0,10,0,0,151,345,289,0,0,0,1973,795,591,204,0,0,0,0
ACSSF,HI,150,0,15,3,8012,1,1500000US150030080121,"Block Group 1, Census Tract 80.12, Honolulu County, Hawaii",,,1.50E+11,378293,0,15,"Block Group 1, Census Tract 80.12, Honolulu County, Hawaii",891000,135069,1679,448,0.146059752,0.146059752,0,2810,437,0,5,0,0,16,102,176,113,25,0,1965,437,371,66,11,0,11,0
ACSSF,HI,150,0,15,3,8012,2,1500000US150030080122,"Block Group 2, Census Tract 80.12, Honolulu County, Hawaii",,,1.50E+11,420042,0,15,"Block Group 2, Census Tract 80.12, Honolulu County, Hawaii",870500,90574,1266,393,0.162179127,0.162179127,0,1813,393,0,0,0,4,17,41,150,181,0,0,1961,393,305,88,0,0,0,0
ACSSF,HI,150,0,15,3,8013,1,1500000US150030080131,"Block Group 1, Census Tract 80.13, Honolulu County, Hawaii",,,1.50E+11,336066,0,15,"Block Group 1, Census Tract 80.13, Honolulu County, Hawaii",871600,132365,1022,330,0.12975581,0.12975581,0,2474,318,0,7,0,4,0,241,66,0,0,0,1974,318,258,60,12,0,0,12
ACSSF,HI,150,0,15,3,8013,2,1500000US150030080132,"Block Group 2, Census Tract 80.13, Honolulu County, Hawaii",,,1.50E+11,365010,0,15,"Block Group 2, Census Tract 80.13, Honolulu County, Hawaii",921000,153625,1242,379,0.140931159,0.140931159,0,,379,0,0,0,0,0,116,251,4,0,8,1967,379,373,6,0,0,0,0
ACSSF,HI,150,0,15,3,8301,1,1500000US150030083011,"Block Group 1, Census Tract 83.01, Honolulu County, Hawaii",,,1.50E+11,10430469,1552151,15,"Block Group 1, Census Tract 83.01, Honolulu County, Hawaii",,,0,0,4.626515865,4.027226925,0.599288881,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ACSSF,HI,150,0,15,3,8301,2,1500000US150030083012,"Block Group 2, Census Tract 83.01, Honolulu County, Hawaii",,,1.50E+11,628418,123679,15,"Block Group 2, Census Tract 83.01, Honolulu County, Hawaii",,101380,2688,756,0.290386289,0.242633551,0.047752731,3166,702,0,7,30,59,10,162,212,145,77,0,1965,702,0,702,54,46,0,8
ACSSF,HI,150,0,15,3,8301,3,1500000US150030083013,"Block Group 3, Census Tract 83.01, Honolulu County, Hawaii",,,1.50E+11,301559,0,15,"Block Group 3, Census Tract 83.01, Honolulu County, Hawaii",,111161,1173,324,0.116432585,0.116432585,0,3289,324,0,0,0,0,0,103,118,69,21,13,1965,324,0,324,0,0,0,0
ACSSF,HI,150,0,15,3,8301,4,1500000US150030083014,"Block Group 4, Census Tract 83.01, Honolulu County, Hawaii",,,1.50E+11,3515469,735456,15,"Block Group 4, Census Tract 83.01, Honolulu County, Hawaii",,83958,2060,521,1.64129138,1.357330203,0.283961147,3352,485,0,0,21,26,116,119,104,50,33,16,1973,485,0,485,36,36,0,0
ACSSF,HI,150,0,15,3,8302,1,1500000US150030083021,"Block Group 1, Census Tract 83.02, Honolulu County, Hawaii",,,1.50E+11,216686,0,15,"Block Group 1, Census Tract 83.02, Honolulu County, Hawaii",588200,120227,2043,394,0.083662935,0.083662935,0,,394,0,0,0,0,10,285,79,10,10,0,1973,394,360,34,0,0,0,0
ACSSF,HI,150,0,15,3,8302,2,1500000US150030083022,"Block Group 2, Census Tract 83.02, Honolulu County, Hawaii",,,1.50E+11,687681,0,15,"Block Group 2, Census Tract 83.02, Honolulu County, Hawaii",670000,96048,2137,467,0.265515119,0.265515119,0,2232,454,0,0,20,0,0,335,22,27,24,26,1974,454,370,84,13,0,0,13
ACSSF,HI,150,0,15,3,8302,3,1500000US150030083023,"Block Group 3, Census Tract 83.02, Honolulu County, Hawaii",,,1.50E+11,627911,0,15,"Block Group 3, Census Tract 83.02, Honolulu County, Hawaii",454600,100673,2499,515,0.24243781,0.24243781,0,2625,515,0,13,13,0,12,363,57,27,0,30,1974,515,399,116,0,0,0,0
ACSSF,HI,150,0,15,3,8405,1,1500000US150030084051,"Block Group 1, Census Tract 84.05, Honolulu County, Hawaii",,,1.50E+11,617976,0,15,"Block Group 1, Census Tract 84.05, Honolulu County, Hawaii",854400,110938,1577,432,0.238601878,0.238601878,0,,408,0,0,190,218,0,0,0,0,0,0,1999,408,383,25,24,0,0,24
ACSSF,HI,150,0,15,3,8405,2,1500000US150030084052,"Block Group 2, Census Tract 84.05, Honolulu County, Hawaii",,,1.50E+11,147938,0,15,"Block Group 2, Census Tract 84.05, Honolulu County, Hawaii",716300,108550,1185,343,0.057119183,0.057119183,0,2664,343,0,0,54,289,0,0,0,0,0,0,1996,343,199,144,0,0,0,0
ACSSF,HI,150,0,15,3,8405,3,1500000US150030084053,"Block Group 3, Census Tract 84.05, Honolulu County, Hawaii",,,1.50E+11,308160,0,15,"Block Group 3, Census Tract 84.05, Honolulu County, Hawaii",637300,141250,2525,637,0.11898125,0.11898125,0,2779,589,0,0,109,467,0,13,0,0,0,0,1996,589,446,143,48,0,0,48
ACSSF,HI,150,0,15,3,8407,1,1500000US150030084071,"Block Group 1, Census Tract 84.07, Honolulu County, Hawaii",,,1.50E+11,336827,0,15,"Block Group 1, Census Tract 84.07, Honolulu County, Hawaii",718000,117500,2642,755,0.130049631,0.130049631,0,3000,728,0,22,423,238,31,14,0,0,0,0,2002,728,590,138,27,0,0,27
ACSSF,HI,150,0,15,3,8407,2,1500000US150030084072,"Block Group 2, Census Tract 84.07, Honolulu County, Hawaii",,,1.50E+11,394337,0,15,"Block Group 2, Census Tract 84.07, Honolulu County, Hawaii",840800,134417,1543,477,0.152254373,0.152254373,0,,438,0,72,343,23,0,0,0,0,0,0,2006,438,317,121,39,30,0,9
ACSSF,HI,150,0,15,3,8408,1,1500000US150030084081,"Block Group 1, Census Tract 84.08, Honolulu County, Hawaii",,,1.50E+11,452897,0,15,"Block Group 1, Census Tract 84.08, Honolulu County, Hawaii",635100,113114,1622,791,0.174864516,0.174864516,0,3168,668,15,54,413,166,20,0,0,0,0,0,2004,668,377,291,123,71,52,0
ACSSF,HI,150,0,15,3,8408,2,1500000US150030084082,"Block Group 2, Census Tract 84.08, Honolulu County, Hawaii",,,1.50E+11,1186177,96285,15,"Block Group 2, Census Tract 84.08, Honolulu County, Hawaii",783300,135236,4313,1497,0.495161355,0.45798552,0.037175849,3488,1480,100,379,912,0,0,0,70,19,0,0,2007,1480,1122,358,17,0,0,17
ACSSF,HI,150,0,15,3,8408,3,1500000US150030084083,"Block Group 3, Census Tract 84.08, Honolulu County, Hawaii",,,1.50E+11,2407070,293209,15,"Block Group 3, Census Tract 84.08, Honolulu County, Hawaii",984400,177670,3743,1057,1.042583585,0.929374933,0.113208629,3501,1057,0,838,219,0,0,0,0,0,0,0,2014,1057,751,306,0,0,0,0
ACSSF,HI,150,0,15,3,8410,1,1500000US150030084101,"Block Group 1, Census Tract 84.10, Honolulu County, Hawaii",,,1.50E+11,240126,0,15,"Block Group 1, Census Tract 84.10, Honolulu County, Hawaii",734800,144605,1798,436,0.09271317,0.09271317,0,,408,0,34,0,363,11,0,0,0,0,0,1996,408,388,20,28,0,0,28
ACSSF,HI,150,0,15,3,8410,2,1500000US150030084102,"Block Group 2, Census Tract 84.10, Honolulu County, Hawaii",,,1.50E+11,1608604,0,15,"Block Group 2, Census Tract 84.10, Honolulu County, Hawaii",836700,146364,4900,1537,0.621085525,0.621085525,0,3501,1430,58,1057,225,45,0,10,21,0,14,0,2014,1430,1316,114,107,0,28,79
ACSSF,HI,150,0,15,3,8411,1,1500000US150030084111,"Block Group 1, Census Tract 84.11, Honolulu County, Hawaii",,,1.50E+11,903882,0,15,"Block Group 1, Census Tract 84.11, Honolulu County, Hawaii",817200,128929,943,310,0.348990798,0.348990798,0,3250,310,0,0,21,281,0,8,0,0,0,0,1995,310,289,21,0,0,0,0
ACSSF,HI,150,0,15,3,8411,2,1500000US150030084112,"Block Group 2, Census Tract 84.11, Honolulu County, Hawaii",,,1.50E+11,152660,0,15,"Block Group 2, Census Tract 84.11, Honolulu County, Hawaii",408100,84674,1225,588,0.058942359,0.058942359,0,1989,538,0,0,16,347,105,62,8,0,0,0,1993,538,174,364,50,0,0,50
ACSSF,HI,150,0,15,3,8411,3,1500000US150030084113,"Block Group 3, Census Tract 84.11, Honolulu County, Hawaii",,,1.50E+11,235064,0,15,"Block Group 3, Census Tract 84.11, Honolulu County, Hawaii",537000,123571,1275,392,0.090758719,0.090758719,0,2077,370,0,0,18,338,7,0,7,0,0,0,,370,260,110,22,0,22,0
ACSSF,HI,150,0,15,3,8413,1,1500000US150030084131,"Block Group 1, Census Tract 84.13, Honolulu County, Hawaii",,,1.50E+11,241143,0,15,"Block Group 1, Census Tract 84.13, Honolulu County, Hawaii",615200,115833,1671,354,0.093105838,0.093105838,0,,354,0,0,0,0,0,18,281,55,0,0,1964,354,344,10,0,0,0,0
ACSSF,HI,150,0,15,3,8413,2,1500000US150030084132,"Block Group 2, Census Tract 84.13, Honolulu County, Hawaii",,,1.50E+11,236310,0,15,"Block Group 2, Census Tract 84.13, Honolulu County, Hawaii",707500,136250,1339,345,0.091239803,0.091239803,0,,336,0,0,17,7,35,40,80,157,0,0,1961,336,277,59,9,0,0,9
ACSSF,HI,150,0,15,3,8414,1,1500000US150030084141,"Block Group 1, Census Tract 84.14, Honolulu County, Hawaii",,,1.50E+11,1708755,0,15,"Block Group 1, Census Tract 84.14, Honolulu County, Hawaii",904600,150125,2483,695,0.659754038,0.659754038,0,3237,695,0,75,592,19,0,9,0,0,0,0,2005,695,618,77,0,0,0,0
ACSSF,HI,150,0,15,3,8415,1,1500000US150030084151,"Block Group 1, Census Tract 84.15, Honolulu County, Hawaii",,,1.50E+11,305606,0,15,"Block Group 1, Census Tract 84.15, Honolulu County, Hawaii",814300,156250,2199,440,0.117995143,0.117995143,0,3501,440,0,0,440,0,0,0,0,0,0,0,,440,330,110,0,0,0,0
ACSSF,HI,150,0,15,3,8415,2,1500000US150030084152,"Block Group 2, Census Tract 84.15, Honolulu County, Hawaii",,,1.50E+11,292950,0,15,"Block Group 2, Census Tract 84.15, Honolulu County, Hawaii",740900,136019,2239,674,0.113108635,0.113108635,0,3174,650,0,0,616,34,0,0,0,0,0,0,2005,650,607,43,24,0,24,0
ACSSF,HI,150,0,15,3,8416,1,1500000US150030084161,"Block Group 1, Census Tract 84.16, Honolulu County, Hawaii",,,1.50E+11,104160,0,15,"Block Group 1, Census Tract 84.16, Honolulu County, Hawaii",674700,101250,1197,313,0.040216401,0.040216401,0,2308,313,0,11,15,137,150,0,0,0,0,0,1990,313,215,98,0,0,0,0
ACSSF,HI,150,0,15,3,8416,2,1500000US150030084162,"Block Group 2, Census Tract 84.16, Honolulu County, Hawaii",,,1.50E+11,154599,0,15,"Block Group 2, Census Tract 84.16, Honolulu County, Hawaii",484700,120517,2019,544,0.059691012,0.059691012,0,2384,544,0,5,11,408,29,76,0,15,0,0,1994,544,439,105,0,0,0,0
